# JMP-table dispatch audit
# total sites: 1910
#
# Summary:
#   static_target           1795  (JMP with statically resolved target — safe)
#   in_function_switch         0  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register          19  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry          28    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table            67    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      1    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$046F3A  in func $046F18  base $0543FE  kind=static_target
$04714C  in func $047102  base $053EE4  kind=static_target
$04717A  in func $047162  base $0530CA  kind=static_target
$047200  in func $0471FC  base $052A14  kind=static_target
$04724A  in func $047226  base $052A14  kind=static_target
$04730A  in func $047306  base $05304C  kind=static_target
$047392  in func $04738C  base $05304C  kind=static_target
$0473CE  in func $0473A4  base $052A14  kind=static_target
$047404  in func $0473DA  base $054438  kind=static_target
$047440  in func $04740A  base $052BD4  kind=static_target
$047488  in func $047460  base $0019B6  kind=static_target
$0474C4  in func $0474BA  base $01923C  kind=static_target
$0474F0  in func $0474CA  base $01924C  kind=static_target
$047524  in func $047520  base $052A14  kind=static_target
$04755C  in func $04755C  base $05304C  kind=static_target
$04757C  in func $047572  base $052DDA  kind=static_target
$0475DA  in func $0475C8  base $053A3E  kind=static_target
$047602  in func $0475E0  base $0530D6  kind=static_target
$0476A8  in func $0476A8  base $05304C  kind=static_target
$047740  in func $047728  base $0530CA  kind=static_target
$047756  in func $047750  base $053A22  kind=static_target
$0477C4  in func $0477C4  base $0530CA  kind=static_target
$0477CA  in func $0477CA  base $01923C  kind=static_target
$04781A  in func $047814  base $01924C  kind=static_target
$047844  in func $04783A  base $01924C  kind=static_target
$047888  in func $047874  base $01924C  kind=static_target
$0478BE  in func $0478A4  base $01924C  kind=static_target
$0478EA  in func $0478C4  base $01924C  kind=static_target
$0479EE  in func $0479E0  base $052A14  kind=static_target
$047AD8  in func $047AB8  base $0543FE  kind=static_target
$047D66  in func $047D3A  base $052A14  kind=static_target
$047DF8  in func $047DC6  base $053EE4  kind=static_target
$047E20  in func $047E0E  base $0530CA  kind=static_target
$047E72  in func $047E3E  base $052A14  kind=static_target
$047E7E  in func $047E78  base $05304C  kind=static_target
$047E9E  in func $047E9E  base $05304C  kind=static_target
$047F26  in func $047F20  base $05305A  kind=static_target
$047F66  in func $047F56  base $05304C  kind=static_target
$047FFA  in func $047FEE  base $05304C  kind=static_target
$0480DA  in func $0480D6  base $052A14  kind=static_target
$048148  in func $048134  base $05304C  kind=static_target
$04815E  in func $04814E  base $05319A  kind=static_target
$048186  in func $048172  base $052A14  kind=static_target
$0481E4  in func $0481E0  base $05304C  kind=static_target
$048200  in func $048200  base $05304C  kind=static_target
$048212  in func $04820E  base $05304C  kind=static_target
$04832A  in func $04830A  base $0530CA  kind=static_target
$048330  in func $048330  base $053A22  kind=static_target
$0483A0  in func $04838C  base $01924C  kind=static_target
$0483B8  in func $0483A6  base $0530CA  kind=static_target
$048434  in func $048404  base $052BD4  kind=static_target
$04843E  in func $04843A  base $052DDA  kind=static_target
$04847C  in func $048460  base $052D0C  kind=static_target
$04849A  in func $048482  base $052DD6  kind=static_target
$0484A4  in func $0484A0  base $052DDA  kind=static_target
$0484DE  in func $0484DE  base $01924C  kind=static_target
$048554  in func $048540  base $053122  kind=static_target
$04857C  in func $04856C  base $053122  kind=static_target
$04861E  in func $0485D6  base $01924C  kind=static_target
$048640  in func $048624  base $01924C  kind=static_target
$048646  in func $048646  base $01923C  kind=static_target
$0486F4  in func $0486F4  base $01923C  kind=static_target
$048748  in func $048748  base $01923C  kind=static_target
$048770  in func $04874E  base $053A3E  kind=static_target
$048798  in func $048776  base $053A3E  kind=static_target
$048954  in func $04893E  base $052A14  kind=static_target
$048B48  in func $048B2E  base $0543FE  kind=static_target
$048D72  in func $048D72  base $05420C  kind=static_target
$048D92  in func $048D80  base $0530CA  kind=static_target
$048DFA  in func $048DF6  base $052A14  kind=static_target
$048E06  in func $048E00  base $05304C  kind=static_target
$048E3E  in func $048E0C  base $046576  kind=static_target
$048E4E  in func $048E42  base $05304C  kind=static_target
$048EEA  in func $048EC4  base $046576  kind=static_target
$048F5E  in func $048F3A  base $053A3E  kind=static_target
$048F7A  in func $048F64  base $01924C  kind=static_target
$048FA6  in func $048F80  base $052BD4  kind=static_target
$048FF0  in func $048FAC  base $053A30  kind=static_target
$04900C  in func $048FF6  base $0531B2  kind=static_target
$049020  in func $04901C  base $0529F4  kind=static_target
$04905A  in func $049052  base $052EC2  kind=static_target
$049072  in func $049060  base $052A14  kind=static_target
$04908C  in func $049078  base $0542EA  kind=static_target
$0490AA  in func $0490AA  base $052F42  kind=static_target
$0490E6  in func $0490BC  base $01924C  kind=static_target
$049140  in func $049140  base $052D08  kind=static_target
$049166  in func $049146  base $052A14  kind=static_target
$049204  in func $0491E2  base $01924C  kind=static_target
$049210  in func $04920A  base $053A30  kind=static_target
$049226  in func $049216  base $01924C  kind=static_target
$04923E  in func $04922C  base $053122  kind=static_target
$04929E  in func $04928E  base $052D08  kind=static_target
$0492E6  in func $0492C8  base $053122  kind=static_target
$04933A  in func $049312  base $052A14  kind=static_target
$049354  in func $049350  base $053D42  kind=static_target
$0493CE  in func $0493BA  base $053122  kind=static_target
$0493F6  in func $0493E6  base $053122  kind=static_target
$049420  in func $049412  base $0530EC  kind=static_target
$049448  in func $049434  base $052CB6  kind=static_target
$0494DC  in func $0494C6  base $05304C  kind=static_target
$049556  in func $04954C  base $052A14  kind=static_target
$049582  in func $049582  base $052EC2  kind=static_target
$0495A4  in func $049588  base $053A22  kind=static_target
$0495C4  in func $0495BC  base $053188  kind=static_target
$0495EA  in func $0495CA  base $0530CA  kind=static_target
$049604  in func $049604  base $01924C  kind=static_target
$049654  in func $049654  base $05304C  kind=static_target
$0496F6  in func $0496E8  base $01924C  kind=static_target
$049722  in func $0496FC  base $01924C  kind=static_target
$049732  in func $049728  base $01923C  kind=static_target
$049AB0  in func $049AA2  base $0543FE  kind=static_target
$049B36  in func $049B32  base $000000  kind=dynamic_register
$049E08  in func $049DB6  base $053EE4  kind=static_target
$049E30  in func $049E1E  base $0530CA  kind=static_target
$049E94  in func $049E90  base $052A14  kind=static_target
$049EF6  in func $049EF6  base $019222  kind=static_target
$049F08  in func $049EFC  base $046576  kind=static_target
$049F3A  in func $049F3A  base $019222  kind=static_target
$049F6C  in func $049F66  base $019222  kind=static_target
$049F7E  in func $049F72  base $05304C  kind=static_target
$049FB0  in func $049FB0  base $05304C  kind=static_target
$04A06C  in func $04A062  base $053D66  kind=static_target
$04A088  in func $04A088  base $052AC8  kind=static_target
$04A118  in func $04A08E  base $052BD4  kind=static_target
$04A12A  in func $04A11E  base $052BD4  kind=static_target
$04A136  in func $04A130  base $05304C  kind=static_target
$04A14E  in func $04A13C  base $0530CA  kind=static_target
$04A200  in func $04A176  base $052A14  kind=static_target
$04A206  in func $04A206  base $05304C  kind=static_target
$04A236  in func $04A230  base $05304C  kind=static_target
$04A250  in func $04A23C  base $046576  kind=static_target
$04A260  in func $04A254  base $05304C  kind=static_target
$04A2D2  in func $04A2CC  base $05305A  kind=static_target
$04A30C  in func $04A30C  base $05304C  kind=static_target
$04A32E  in func $04A32E  base $053D66  kind=static_target
$04A34E  in func $04A334  base $046576  kind=static_target
$04A3DA  in func $04A3B2  base $046576  kind=static_target
$04A3FC  in func $04A3DE  base $019222  kind=static_target
$04A45A  in func $04A42E  base $052A14  kind=static_target
$04A4B4  in func $04A4A2  base $0530CA  kind=static_target
$04A56A  in func $04A564  base $05304C  kind=static_target
$04A586  in func $04A586  base $05304C  kind=static_target
$04A608  in func $04A5D6  base $052A14  kind=static_target
$04A614  in func $04A60E  base $0473DA  kind=static_target
$04A650  in func $04A640  base $05315C  kind=static_target
$04A67A  in func $04A676  base $052A14  kind=static_target
$04A6D4  in func $04A6C4  base $052CB6  kind=static_target
$04A6DA  in func $04A6DA  base $053A22  kind=static_target
$04A6F0  in func $04A6E0  base $05319A  kind=static_target
$04A74A  in func $04A742  base $052CB6  kind=static_target
$04A7BC  in func $04A792  base $052A14  kind=static_target
$04A7F4  in func $04A7EA  base $052A14  kind=static_target
$04A82A  in func $04A81E  base $05304C  kind=static_target
$04A856  in func $04A850  base $05304C  kind=static_target
$04A940  in func $04A92C  base $053122  kind=static_target
$04A976  in func $04A946  base $052CB6  kind=static_target
$04A9AE  in func $04A994  base $01924C  kind=static_target
$04A9B4  in func $04A9B4  base $053A22  kind=static_target
$04A9F4  in func $04A9E0  base $05304C  kind=static_target
$04A9FA  in func $04A9FA  base $01923C  kind=static_target
$04AA0A  in func $04AA00  base $052A14  kind=static_target
$04AAAC  in func $04AAAC  base $053A22  kind=static_target
$04AAFA  in func $04AAE6  base $053A22  kind=static_target
$04AB12  in func $04AB00  base $05319A  kind=static_target
$04AB34  in func $04AB18  base $05319A  kind=static_target
$04AB42  in func $04AB3A  base $05319A  kind=static_target
$04AB54  in func $04AB48  base $05319A  kind=static_target
$04AB66  in func $04AB5A  base $05319A  kind=static_target
$04AB78  in func $04AB6C  base $05319A  kind=static_target
$04AB8C  in func $04AB7E  base $05319A  kind=static_target
$04ABCC  in func $04ABC8  base $052A14  kind=static_target
$04ABEE  in func $04ABD2  base $053188  kind=static_target
$04AC6E  in func $04AC3E  base $0530CA  kind=static_target
$04AC74  in func $04AC74  base $053A30  kind=static_target
$04AC94  in func $04AC8E  base $0537C0  kind=static_target
$04ACDA  in func $04ACB6  base $01924C  kind=static_target
$04ACE6  in func $04ACE0  base $01924C  kind=static_target
$04ACF8  in func $04ACEC  base $01924C  kind=static_target
$04AD04  in func $04ACFE  base $053122  kind=static_target
$04AD3A  in func $04AD2E  base $053A3E  kind=static_target
$04AE6E  in func $04AE6A  base $019C3A  kind=static_target
$04AE74  in func $04AE74  base $01923C  kind=static_target
$04AEBA  in func $04AEB0  base $01923C  kind=static_target
$04B2B6  in func $04B2A8  base $0543FE  kind=static_target
$04B2F4  in func $04B2E4  base $0530CA  kind=static_target
$04B304  in func $04B2FA  base $05316E  kind=static_target
$04B64A  in func $04B5F8  base $053EE4  kind=static_target
$04B68E  in func $04B66E  base $0530CA  kind=static_target
$04B6D8  in func $04B6A4  base $052A14  kind=static_target
$04B6E4  in func $04B6DE  base $05304C  kind=static_target
$04B718  in func $04B70C  base $05304C  kind=static_target
$04B764  in func $04B764  base $052DD6  kind=static_target
$04B788  in func $04B76A  base $052A14  kind=static_target
$04B7B6  in func $04B7B6  base $052DD6  kind=static_target
$04B800  in func $04B7D0  base $052BD4  kind=static_target
$04B826  in func $04B80C  base $0019B6  kind=static_target
$04B83A  in func $04B82C  base $0530CA  kind=static_target
$04B86A  in func $04B85E  base $052C90  kind=static_target
$04B88E  in func $04B888  base $052EC2  kind=static_target
$04BA48  in func $04BA30  base $053A22  kind=static_target
$04BAFC  in func $04BAF6  base $01160A  kind=static_target
$04BB10  in func $04BB10  base $01923C  kind=static_target
$04BB30  in func $04BB16  base $01160A  kind=static_target
$04BB48  in func $04BB44  base $01160A  kind=static_target
$04BBAE  in func $04BB9E  base $0530EC  kind=static_target
$04BBFC  in func $04BBE4  base $0530EC  kind=static_target
$04BC64  in func $04BC3C  base $053A3E  kind=static_target
$04BD68  in func $04BD42  base $0543FE  kind=static_target
$04BDB8  in func $04BDAA  base $052A14  kind=static_target
$04C02A  in func $04BFD4  base $053EE4  kind=static_target
$04C038  in func $04C038  base $05420C  kind=static_target
$04C05C  in func $04C046  base $0530CA  kind=static_target
$04C0BA  in func $04C0AE  base $052AC8  kind=static_target
$04C0C8  in func $04C0BE  base $05304C  kind=static_target
$04C10E  in func $04C10E  base $053D70  kind=static_target
$04C198  in func $04C198  base $05304C  kind=static_target
$04C1B4  in func $04C19C  base $052A14  kind=static_target
$04C25A  in func $04C22E  base $052A14  kind=static_target
$04C27E  in func $04C25E  base $052BD4  kind=static_target
$04C2CA  in func $04C284  base $052BD4  kind=static_target
$04C37A  in func $04C360  base $053A30  kind=static_target
$04C392  in func $04C380  base $0530CA  kind=static_target
$04C3FC  in func $04C3EE  base $05305A  kind=static_target
$04C454  in func $04C448  base $052DD6  kind=static_target
$04C49A  in func $04C498  base $053A3E  kind=static_target
$04C4C4  in func $04C4A0  base $0530CA  kind=static_target
$04C53A  in func $04C522  base $05304C  kind=static_target
$04C574  in func $04C560  base $052DD6  kind=static_target
$04C5A0  in func $04C594  base $05304C  kind=static_target
$04C5F0  in func $04C5E4  base $052DD6  kind=static_target
$04C658  in func $04C644  base $0530CA  kind=static_target
$04C6C8  in func $04C6BC  base $0530CA  kind=static_target
$04C6F0  in func $04C6CC  base $01924C  kind=static_target
$04C752  in func $04C752  base $053A22  kind=static_target
$04C822  in func $04C814  base $0543FE  kind=static_target
$04C864  in func $04C85A  base $052A14  kind=static_target
$04C89A  in func $04C882  base $053A3E  kind=static_target
$04C9A2  in func $04C982  base $01924C  kind=static_target
$04CA04  in func $04C9BA  base $052A14  kind=static_target
$04CA08  in func $04CA08  base $0541E6  kind=static_target
$04CA50  in func $04CA50  base $05304C  kind=static_target
$04CA70  in func $04CA64  base $052A14  kind=static_target
$04CA90  in func $04CA74  base $052A14  kind=static_target
$04CAA6  in func $04CA94  base $019C12  kind=static_target
$04CB1E  in func $04CB1A  base $019C12  kind=static_target
$04CB32  in func $04CB24  base $053122  kind=static_target
$04CB42  in func $04CB3E  base $0529F4  kind=static_target
$04CB6A  in func $04CB6A  base $05304C  kind=static_target
$04CBB6  in func $04CB8A  base $01924C  kind=static_target
$04CBC2  in func $04CBBC  base $01924C  kind=static_target
$04CBD6  in func $04CBC8  base $053122  kind=static_target
$04CC1E  in func $04CC18  base $05304C  kind=static_target
$04CC3E  in func $04CC2C  base $01924C  kind=static_target
$04CCA6  in func $04CCA6  base $05304C  kind=static_target
$04CCC2  in func $04CCAA  base $052B1A  kind=static_target
$04CCCE  in func $04CCC8  base $05304C  kind=static_target
$04CD50  in func $04CD4C  base $05304C  kind=static_target
$04CE6A  in func $04CE5E  base $01924C  kind=static_target
$04CE84  in func $04CE70  base $053A3E  kind=static_target
$04CE9A  in func $04CE88  base $0530CA  kind=static_target
$04CED4  in func $04CEBE  base $0529F4  kind=static_target
$04CF68  in func $04CF62  base $05304C  kind=static_target
$04CFEE  in func $04CFEA  base $053376  kind=static_target
$04D076  in func $04D072  base $053376  kind=static_target
$04D08A  in func $04D07A  base $053376  kind=static_target
$04D0AA  in func $04D0AA  base $05304C  kind=static_target
$04D0C2  in func $04D0B6  base $053376  kind=static_target
$04D10C  in func $04D108  base $053376  kind=static_target
$04D132  in func $04D12E  base $053376  kind=static_target
$04D146  in func $04D136  base $053376  kind=static_target
$04D17E  in func $04D172  base $05304C  kind=static_target
$04D188  in func $04D182  base $05304C  kind=static_target
$04D1D6  in func $04D1CC  base $0529EC  kind=static_target
$04D1F0  in func $04D1DA  base $01924C  kind=static_target
$04D1F6  in func $04D1F6  base $01923C  kind=static_target
$04D206  in func $04D1FC  base $01BA34  kind=static_target
$04D216  in func $04D20C  base $01BA34  kind=static_target
$04D470  in func $04D452  base $0543FE  kind=static_target
$04D5AE  in func $04D59C  base $0530CA  kind=static_target
$04D616  in func $04D5BE  base $052A14  kind=static_target
$04D62C  in func $04D62C  base $05304C  kind=static_target
$04D684  in func $04D676  base $052AC8  kind=static_target
$04D68E  in func $04D688  base $05304C  kind=static_target
$04D6A8  in func $04D6A8  base $05304C  kind=static_target
$04D74E  in func $04D74E  base $019222  kind=static_target
$04D7DE  in func $04D7DE  base $01924C  kind=static_target
$04D7F6  in func $04D7EC  base $01924C  kind=static_target
$04D836  in func $04D82A  base $01924C  kind=static_target
$04D852  in func $04D83C  base $01924C  kind=static_target
$04D8A6  in func $04D8A6  base $01924C  kind=static_target
$04D8E8  in func $04D8E8  base $01924C  kind=static_target
$04D8FC  in func $04D8EE  base $019C12  kind=static_target
$04D96E  in func $04D93A  base $01924C  kind=static_target
$04D974  in func $04D974  base $01923C  kind=static_target
$04D9B8  in func $04D9B8  base $0530CA  kind=static_target
$04DA1E  in func $04DA16  base $0530CA  kind=static_target
$04DA92  in func $04DA8A  base $053A22  kind=static_target
$04DBF6  in func $04DBE4  base $0530CA  kind=static_target
$04DC66  in func $04DC62  base $052A14  kind=static_target
$04DC70  in func $04DC6A  base $05304C  kind=static_target
$04DD34  in func $04DD1E  base $05304C  kind=static_target
$04DD5E  in func $04DD42  base $01924C  kind=static_target
$04DDA6  in func $04DD80  base $052A14  kind=static_target
$04DDC8  in func $04DDAA  base $0540CA  kind=static_target
$04DDE4  in func $04DDCE  base $052BD4  kind=static_target
$04DE1A  in func $04DDEA  base $053A30  kind=static_target
$04DE2E  in func $04DE20  base $0530CA  kind=static_target
$04DEAC  in func $04DEA4  base $053A30  kind=static_target
$04DEC0  in func $04DEC0  base $05304C  kind=static_target
$04DEE0  in func $04DEDA  base $05304C  kind=static_target
$04DF06  in func $04DEF6  base $053188  kind=static_target
$04DF32  in func $04DF28  base $052AC8  kind=static_target
$04DF7C  in func $04DF64  base $05304C  kind=static_target
$04DF98  in func $04DF88  base $05315C  kind=static_target
$04E02A  in func $04E026  base $01924C  kind=static_target
$04E044  in func $04E030  base $01924C  kind=static_target
$04E04E  in func $04E04A  base $053122  kind=static_target
$04E09A  in func $04E076  base $053A3E  kind=static_target
$04E0C2  in func $04E09E  base $053A3E  kind=static_target
$04E120  in func $04E11C  base $04E124  kind=fallback_hybrid/offset_table
$04E170  in func $04E148  base $052C90  kind=static_target
$04E2A0  in func $04E29A  base $0543FE  kind=static_target
$04E426  in func $04E3C2  base $053EE4  kind=static_target
$04E42A  in func $04E42A  base $01923C  kind=static_target
$04E438  in func $04E438  base $05420C  kind=static_target
$04E458  in func $04E446  base $0530CA  kind=static_target
$04E4A6  in func $04E472  base $052A14  kind=static_target
$04E4B0  in func $04E4AA  base $05304C  kind=static_target
$04E4D0  in func $04E4D0  base $05304C  kind=static_target
$04E4FE  in func $04E4FA  base $05304C  kind=static_target
$04E546  in func $04E53C  base $05304C  kind=static_target
$04E584  in func $04E574  base $019222  kind=static_target
$04E5CE  in func $04E5C6  base $053F2E  kind=static_target
$04E5F0  in func $04E5F0  base $053F2E  kind=static_target
$04E610  in func $04E610  base $05304C  kind=static_target
$04E674  in func $04E670  base $052A14  kind=static_target
$04E698  in func $04E698  base $053F2E  kind=static_target
$04E6B0  in func $04E69C  base $053188  kind=static_target
$04E6F8  in func $04E6E8  base $05304C  kind=static_target
$04E716  in func $04E706  base $0531B2  kind=static_target
$04E77E  in func $04E774  base $05304C  kind=static_target
$04E7A8  in func $04E7A2  base $05304C  kind=static_target
$04E890  in func $04E890  base $05304C  kind=static_target
$04E8EA  in func $04E8CA  base $053A3E  kind=static_target
$04EB6A  in func $04EB52  base $0543FE  kind=static_target
$04ED68  in func $04ED12  base $053EE4  kind=static_target
$04ED74  in func $04ED74  base $05420C  kind=static_target
$04ED92  in func $04ED80  base $0530CA  kind=static_target
$04EDD6  in func $04EDD2  base $052A14  kind=static_target
$04EDE0  in func $04EDDA  base $05304C  kind=static_target
$04EE24  in func $04EE1E  base $05304C  kind=static_target
$04EE7C  in func $04EE5A  base $052BD4  kind=static_target
$04EEAC  in func $04EE9E  base $05304C  kind=static_target
$04EEE4  in func $04EEB8  base $052A14  kind=static_target
$04EF48  in func $04EF12  base $053A30  kind=static_target
$04EF62  in func $04EF4E  base $05315C  kind=static_target
$04EF70  in func $04EF6C  base $0529F4  kind=static_target
$04EF9C  in func $04EF9C  base $05304C  kind=static_target
$04EFB0  in func $04EFA0  base $052BD4  kind=static_target
$04EFD4  in func $04EFB4  base $01924C  kind=static_target
$04EFE8  in func $04EFE4  base $0529F4  kind=static_target
$04F014  in func $04F010  base $05304C  kind=static_target
$04F048  in func $04F044  base $05304C  kind=static_target
$04F084  in func $04F054  base $01924C  kind=static_target
$04F08E  in func $04F08A  base $05316E  kind=static_target
$04F0A8  in func $04F09C  base $052A14  kind=static_target
$04F170  in func $04F170  base $0530D6  kind=static_target
$04F19E  in func $04F19E  base $0530D6  kind=static_target
$04F1C8  in func $04F1B8  base $01160A  kind=static_target
$04F1CE  in func $04F1CE  base $01923C  kind=static_target
$04F1F8  in func $04F1D4  base $053A3E  kind=static_target
$04F3C2  in func $04F3C2  base $0543FE  kind=static_target
$04F3CE  in func $04F3C6  base $054012  kind=static_target
$04F4CA  in func $04F4B8  base $0530CA  kind=static_target
$04F518  in func $04F4DA  base $052B1A  kind=static_target
$04F51C  in func $04F51C  base $05304C  kind=static_target
$04F542  in func $04F53C  base $05304C  kind=static_target
$04F586  in func $04F582  base $05304C  kind=static_target
$04F5F0  in func $04F5EA  base $052D08  kind=static_target
$04F5FE  in func $04F5FE  base $05411A  kind=static_target
$04F616  in func $04F604  base $053122  kind=static_target
$04F650  in func $04F650  base $052D08  kind=static_target
$04F66E  in func $04F65A  base $04F904  kind=static_target
$04F672  in func $04F672  base $04F93A  kind=static_target
$04F6CE  in func $04F6C6  base $05304C  kind=static_target
$04F700  in func $04F6E6  base $05304C  kind=static_target
$04F708  in func $04F704  base $053376  kind=static_target
$04F77A  in func $04F76A  base $053376  kind=static_target
$04F7EE  in func $04F7E6  base $05304C  kind=static_target
$04F7FC  in func $04F7F2  base $01924C  kind=static_target
$04F82E  in func $04F82A  base $053376  kind=static_target
$04F900  in func $04F8E8  base $0543FE  kind=static_target
$04F920  in func $04F920  base $0530CA  kind=static_target
$04F936  in func $04F932  base $0530CA  kind=static_target
$04F942  in func $04F93A  base $0530CA  kind=static_target
$04FA02  in func $04F9F0  base $0530CA  kind=static_target
$04FA6E  in func $04FA50  base $052AC8  kind=static_target
$04FA72  in func $04FA72  base $05304C  kind=static_target
$04FA86  in func $04FA76  base $053EE4  kind=static_target
$04FAA0  in func $04FA8A  base $019222  kind=static_target
$04FAAE  in func $04FAA6  base $019222  kind=static_target
$04FB48  in func $04FB32  base $01924C  kind=static_target
$04FB8A  in func $04FB8A  base $053A30  kind=static_target
$04FBA6  in func $04FB90  base $01924C  kind=static_target
$04FBE6  in func $04FBD0  base $01924C  kind=static_target
$04FBFC  in func $04FBEC  base $01924C  kind=static_target
$04FC18  in func $04FC02  base $01924C  kind=static_target
$04FC30  in func $04FC1E  base $01924C  kind=static_target
$04FC4C  in func $04FC36  base $01924C  kind=static_target
$04FC64  in func $04FC52  base $01924C  kind=static_target
$04FC6E  in func $04FC6A  base $01923C  kind=static_target
$04FC8E  in func $04FC74  base $052AC8  kind=static_target
$04FC9A  in func $04FC92  base $0530CA  kind=static_target
$04FCCA  in func $04FCCA  base $0530CA  kind=static_target
$04FCCE  in func $04FCCE  base $01923C  kind=static_target
$04FCFC  in func $04FCDC  base $052A14  kind=static_target
$04FD08  in func $04FD00  base $0530CA  kind=static_target
$04FD2E  in func $04FD24  base $01924C  kind=static_target
$04FD3E  in func $04FD34  base $0529EC  kind=static_target
$04FD52  in func $04FD42  base $01924C  kind=static_target
$04FD58  in func $04FD58  base $01923C  kind=static_target
$04FD8A  in func $04FD7A  base $01924C  kind=static_target
$04FD90  in func $04FD90  base $01923C  kind=static_target
$04FDC0  in func $04FDBA  base $05315C  kind=static_target
$04FDD8  in func $04FDD6  base $05315C  kind=static_target
$04FE22  in func $04FE22  base $01924C  kind=static_target
$04FE28  in func $04FE28  base $01923C  kind=static_target
$04FE42  in func $04FE2E  base $01924C  kind=static_target
$04FE5E  in func $04FE48  base $01924C  kind=static_target
$04FE6C  in func $04FE64  base $01924C  kind=static_target
$04FEE8  in func $04FEE2  base $05382C  kind=static_target
$04FF0C  in func $04FF08  base $01924C  kind=static_target
$04FF32  in func $04FF2A  base $0530EC  kind=static_target
$04FF4A  in func $04FF46  base $053122  kind=static_target
$04FF5C  in func $04FF4E  base $0530CA  kind=static_target
$04FF8C  in func $04FF7E  base $05305A  kind=static_target
$04FFBA  in func $04FFA4  base $052A14  kind=static_target
$04FFBE  in func $04FFBE  base $01923C  kind=static_target
$050004  in func $04FFF6  base $0530EC  kind=static_target
$050222  in func $050218  base $052A14  kind=static_target
$05022E  in func $050226  base $054012  kind=static_target
$05028A  in func $050274  base $052A14  kind=static_target
$05046E  in func $050452  base $0530CA  kind=static_target
$0504EE  in func $050488  base $053EE4  kind=static_target
$0504F2  in func $0504F2  base $05420C  kind=static_target
$05050A  in func $0504F8  base $052A14  kind=static_target
$05055C  in func $050536  base $052A14  kind=static_target
$050566  in func $050560  base $05304C  kind=static_target
$05058C  in func $05058C  base $05304C  kind=static_target
$0505D2  in func $0505C2  base $01924C  kind=static_target
$050628  in func $050628  base $0530EC  kind=static_target
$050678  in func $05066C  base $05305A  kind=static_target
$0506D0  in func $0506AA  base $052A14  kind=static_target
$0506EC  in func $0506D4  base $052A14  kind=static_target
$05073C  in func $05072A  base $01924C  kind=static_target
$050766  in func $050754  base $0530D6  kind=static_target
$0507C0  in func $0507BC  base $052A14  kind=static_target
$0507E4  in func $0507C4  base $01924C  kind=static_target
$050870  in func $050870  base $05304C  kind=static_target
$0508AA  in func $05089E  base $053376  kind=static_target
$0508BC  in func $0508AE  base $019C12  kind=static_target
$050914  in func $050910  base $05304C  kind=static_target
$050942  in func $050930  base $01924C  kind=static_target
$050954  in func $050950  base $0529EC  kind=static_target
$050990  in func $05097C  base $052D08  kind=static_target
$0509B8  in func $0509B8  base $053A22  kind=static_target
$0509EA  in func $0509CE  base $01924C  kind=static_target
$0509F4  in func $0509F0  base $01923C  kind=static_target
$050AB8  in func $050AAA  base $01BFD4  kind=static_target
$050B66  in func $050B5C  base $052BD4  kind=static_target
$050B76  in func $050B6A  base $01924C  kind=static_target
$050BAE  in func $050B7C  base $01924C  kind=static_target
$050D02  in func $050CEE  base $0530CA  kind=static_target
$050D68  in func $050D32  base $052A14  kind=static_target
$050DB8  in func $050DB8  base $05304C  kind=static_target
$050DCC  in func $050DBC  base $052A14  kind=static_target
$050E82  in func $050E70  base $05304C  kind=static_target
$050EC2  in func $050EB2  base $05304C  kind=static_target
$050EE0  in func $050EE0  base $05304C  kind=static_target
$050F7E  in func $050F7E  base $05304C  kind=static_target
$050FA4  in func $050F94  base $05304C  kind=static_target
$050FBE  in func $050FBE  base $05304C  kind=static_target
$050FF0  in func $050FF0  base $05304C  kind=static_target
$051034  in func $051034  base $05304C  kind=static_target
$0510CA  in func $0510CA  base $05304C  kind=static_target
$051138  in func $051122  base $052A14  kind=static_target
$051186  in func $051186  base $01924C  kind=static_target
$05120C  in func $051208  base $052BD4  kind=static_target
$051228  in func $051220  base $053122  kind=static_target
$05123C  in func $05122C  base $05319A  kind=static_target
$051266  in func $051246  base $052A14  kind=static_target
$05128E  in func $051288  base $05345A  kind=static_target
$0512E6  in func $0512DC  base $05345A  kind=static_target
$05133C  in func $051318  base $05319A  kind=static_target
$0513AE  in func $0513AC  base $05319A  kind=static_target
$0513D2  in func $0513D0  base $05319A  kind=static_target
$0513EC  in func $0513E4  base $053122  kind=static_target
$051420  in func $0513FE  base $01924C  kind=static_target
