# JMP-table dispatch audit
# total sites: 3540
#
# Summary:
#   static_target           3347  (JMP with statically resolved target — safe)
#   in_function_switch         0  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register          37  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry          71    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table            84    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      1    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$067D24  in func $067D0A  base $001AD2  kind=static_target
$067D36  in func $067D2A  base $01ABC6  kind=static_target
$067D3C  in func $067D3C  base $01ABB6  kind=static_target
$067D5A  in func $067D42  base $01ABC6  kind=static_target
$067D7E  in func $067D68  base $084060  kind=static_target
$067DEA  in func $067DD8  base $0843AE  kind=static_target
$067E22  in func $067E18  base $0852AE  kind=static_target
$067E36  in func $067E28  base $01ABC6  kind=static_target
$067E7C  in func $067E62  base $01ABC6  kind=static_target
$067E8C  in func $067E8C  base $0852AE  kind=static_target
$067EAE  in func $067E92  base $084060  kind=static_target
$067EF0  in func $067EE4  base $0843AE  kind=static_target
$067F38  in func $067F1E  base $084060  kind=static_target
$067F56  in func $067F4C  base $0852AE  kind=static_target
$067F6A  in func $067F5C  base $01ABC6  kind=static_target
$067F88  in func $067F7A  base $01ABC6  kind=static_target
$067FB0  in func $067F9A  base $084060  kind=static_target
$067FFE  in func $067FEC  base $084388  kind=static_target
$068030  in func $06802A  base $08488A  kind=static_target
$068098  in func $068074  base $01ABC6  kind=static_target
$06809E  in func $06809E  base $01ABB6  kind=static_target
$0680E6  in func $0680A4  base $084060  kind=static_target
$0680F8  in func $0680EC  base $01ABC6  kind=static_target
$068128  in func $068118  base $01ABC6  kind=static_target
$068526  in func $068508  base $0016FA  kind=static_target
$068574  in func $068574  base $08488A  kind=static_target
$0685B8  in func $0685B8  base $0856B2  kind=static_target
$068602  in func $0685FC  base $0856B2  kind=static_target
$068628  in func $068616  base $084060  kind=static_target
$068640  in func $06862E  base $084060  kind=static_target
$06869C  in func $068690  base $01ABC6  kind=static_target
$0686B8  in func $0686A2  base $0852AE  kind=static_target
$0686E2  in func $0686BE  base $0849A2  kind=static_target
$068704  in func $068704  base $0849A2  kind=static_target
$06871A  in func $06870A  base $08403C  kind=static_target
$068726  in func $068720  base $08498C  kind=static_target
$068740  in func $06872C  base $08498C  kind=static_target
$068758  in func $068754  base $08403C  kind=static_target
$06877E  in func $06877E  base $08488A  kind=static_target
$06879C  in func $06879C  base $08459C  kind=static_target
$0687CC  in func $0687B6  base $084060  kind=static_target
$0687D6  in func $0687D2  base $084060  kind=static_target
$06881E  in func $06880A  base $01ABC6  kind=static_target
$06884E  in func $068844  base $068852  kind=fallback_hybrid/offset_table
$068888  in func $06885A  base $01ABC6  kind=static_target
$068894  in func $06888E  base $01ABC6  kind=static_target
$068904  in func $0688F4  base $068908  kind=fallback_hybrid/offset_table
$06895C  in func $068956  base $084914  kind=static_target
$06898E  in func $068962  base $084060  kind=static_target
$0689A2  in func $068994  base $084914  kind=static_target
$068A68  in func $068A46  base $085940  kind=static_target
$068AB4  in func $068A94  base $084060  kind=static_target
$068AC6  in func $068ABA  base $084914  kind=static_target
$068B16  in func $068AFE  base $084060  kind=static_target
$068B2E  in func $068B28  base $084914  kind=static_target
$068B62  in func $068B5E  base $084914  kind=static_target
$068B6E  in func $068B68  base $084914  kind=static_target
$068BCA  in func $068BBC  base $084914  kind=static_target
$068BD6  in func $068BD0  base $084914  kind=static_target
$068BF0  in func $068BDC  base $01AB52  kind=static_target
$068C0C  in func $068C02  base $084060  kind=static_target
$068C26  in func $068C12  base $08498C  kind=static_target
$068C7E  in func $068C64  base $084060  kind=static_target
$068CBA  in func $068C96  base $01ABC6  kind=static_target
$068CC0  in func $068CC0  base $0852A0  kind=static_target
$068D00  in func $068CF4  base $08488A  kind=static_target
$068D42  in func $068D42  base $08488A  kind=static_target
$068D6A  in func $068D5E  base $084898  kind=static_target
$068D82  in func $068D70  base $0852A0  kind=static_target
$068D92  in func $068D88  base $068D96  kind=fallback_hybrid/offset_table
$068DD8  in func $068DD8  base $08488A  kind=static_target
$068DF4  in func $068DEE  base $084914  kind=static_target
$068E7E  in func $068E7E  base $08488A  kind=static_target
$068E92  in func $068E8C  base $08498C  kind=static_target
$068EBA  in func $068E98  base $0852D0  kind=static_target
$068FE0  in func $068FE0  base $085F86  kind=static_target
$069222  in func $0691D4  base $085940  kind=static_target
$069256  in func $06923E  base $084914  kind=static_target
$0692DC  in func $0692D8  base $084060  kind=static_target
$069326  in func $069302  base $084060  kind=static_target
$0693F4  in func $0693F0  base $08488A  kind=static_target
$069470  in func $06946A  base $08488A  kind=static_target
$06949E  in func $069482  base $084060  kind=static_target
$0694CE  in func $0694AA  base $085FDE  kind=static_target
$069520  in func $06950E  base $084220  kind=static_target
$069574  in func $06956E  base $00172C  kind=static_target
$0695C8  in func $0695AE  base $01ABB6  kind=static_target
$069610  in func $0695CE  base $084220  kind=static_target
$069648  in func $069622  base $01ABC6  kind=static_target
$06967C  in func $069678  base $084060  kind=static_target
$0696B4  in func $0696B4  base $08488A  kind=static_target
$0696D4  in func $0696CA  base $0845A0  kind=static_target
$069732  in func $069720  base $0852D0  kind=static_target
$06975A  in func $069738  base $084920  kind=static_target
$06981E  in func $06981E  base $08488A  kind=static_target
$0698B6  in func $06989E  base $084914  kind=static_target
$0698CC  in func $0698C6  base $0852A0  kind=static_target
$06993A  in func $06993A  base $084914  kind=static_target
$069940  in func $069940  base $01ABB6  kind=static_target
$069990  in func $06998A  base $01ABC6  kind=static_target
$0699BA  in func $0699B0  base $01ABC6  kind=static_target
$0699FE  in func $0699EA  base $01ABC6  kind=static_target
$069A34  in func $069A1A  base $01ABC6  kind=static_target
$069A60  in func $069A3A  base $01ABC6  kind=static_target
$069B6C  in func $069B5E  base $084060  kind=static_target
$069C56  in func $069C36  base $085F86  kind=static_target
$069C64  in func $069C5C  base $085A90  kind=static_target
$069ECC  in func $069EA0  base $084060  kind=static_target
$069F5E  in func $069F2C  base $085940  kind=static_target
$069F8C  in func $069F7A  base $084914  kind=static_target
$069FDE  in func $069FAA  base $084060  kind=static_target
$069FEA  in func $069FE4  base $08488A  kind=static_target
$06A00A  in func $06A00A  base $08488A  kind=static_target
$06A092  in func $06A08C  base $084898  kind=static_target
$06A0D2  in func $06A0C2  base $08488A  kind=static_target
$06A166  in func $06A15A  base $08488A  kind=static_target
$06A246  in func $06A242  base $084060  kind=static_target
$06A2B4  in func $06A2A0  base $08488A  kind=static_target
$06A2CA  in func $06A2BA  base $084A04  kind=static_target
$06A2F2  in func $06A2DE  base $084060  kind=static_target
$06A350  in func $06A34C  base $08488A  kind=static_target
$06A36C  in func $06A36C  base $08488A  kind=static_target
$06A37E  in func $06A37A  base $08488A  kind=static_target
$06A49C  in func $06A47C  base $084914  kind=static_target
$06A4A2  in func $06A4A2  base $0852A0  kind=static_target
$06A518  in func $06A504  base $01ABC6  kind=static_target
$06A530  in func $06A51E  base $084914  kind=static_target
$06A5AC  in func $06A57C  base $084220  kind=static_target
$06A5B6  in func $06A5B2  base $0845A0  kind=static_target
$06A5F4  in func $06A5D8  base $084404  kind=static_target
$06A612  in func $06A5FA  base $08459C  kind=static_target
$06A61C  in func $06A618  base $0845A0  kind=static_target
$06A656  in func $06A656  base $01ABC6  kind=static_target
$06A6CC  in func $06A6B8  base $08498C  kind=static_target
$06A6F4  in func $06A6E4  base $08498C  kind=static_target
$06A796  in func $06A74E  base $01ABC6  kind=static_target
$06A7B8  in func $06A79C  base $01ABC6  kind=static_target
$06A7BE  in func $06A7BE  base $01ABB6  kind=static_target
$06A86C  in func $06A86C  base $01ABB6  kind=static_target
$06A8C0  in func $06A8C0  base $01ABB6  kind=static_target
$06A8E8  in func $06A8C6  base $0852D0  kind=static_target
$06A910  in func $06A8EE  base $0852D0  kind=static_target
$06AACC  in func $06AAB6  base $084060  kind=static_target
$06ACC0  in func $06ACA6  base $085F86  kind=static_target
$06AEF8  in func $06AEC6  base $085940  kind=static_target
$06AEFE  in func $06AEFE  base $085CA4  kind=static_target
$06AF1E  in func $06AF0C  base $084914  kind=static_target
$06AF6E  in func $06AF6A  base $084060  kind=static_target
$06AF7A  in func $06AF74  base $08488A  kind=static_target
$06AFB2  in func $06AF80  base $0685E2  kind=static_target
$06AFC2  in func $06AFB6  base $08488A  kind=static_target
$06B060  in func $06B03A  base $0685E2  kind=static_target
$06B0C6  in func $06B0B0  base $0852D0  kind=static_target
$06B0E2  in func $06B0CC  base $01ABC6  kind=static_target
$06B1A2  in func $06B19C  base $0852AE  kind=static_target
$06B1BE  in func $06B1A8  base $084A1C  kind=static_target
$06B1D2  in func $06B1CE  base $084040  kind=static_target
$06B20C  in func $06B204  base $084700  kind=static_target
$06B224  in func $06B212  base $084060  kind=static_target
$06B23E  in func $06B22A  base $085E52  kind=static_target
$06B25C  in func $06B25C  base $084780  kind=static_target
$06B298  in func $06B26E  base $01ABC6  kind=static_target
$06B2F2  in func $06B2F2  base $084400  kind=static_target
$06B318  in func $06B2F8  base $084060  kind=static_target
$06B3B6  in func $06B394  base $01ABC6  kind=static_target
$06B3C2  in func $06B3BC  base $0852AE  kind=static_target
$06B3D8  in func $06B3C8  base $01ABC6  kind=static_target
$06B3F0  in func $06B3DE  base $08498C  kind=static_target
$06B450  in func $06B440  base $084400  kind=static_target
$06B498  in func $06B47A  base $08498C  kind=static_target
$06B4EC  in func $06B4C4  base $084060  kind=static_target
$06B506  in func $06B502  base $0856C4  kind=static_target
$06B580  in func $06B56C  base $08498C  kind=static_target
$06B5A8  in func $06B598  base $08498C  kind=static_target
$06B5D2  in func $06B5C4  base $084934  kind=static_target
$06B5FA  in func $06B5E6  base $0843AE  kind=static_target
$06B68E  in func $06B678  base $08488A  kind=static_target
$06B708  in func $06B6FE  base $084060  kind=static_target
$06B734  in func $06B734  base $084700  kind=static_target
$06B756  in func $06B73A  base $0852A0  kind=static_target
$06B776  in func $06B76E  base $0849F2  kind=static_target
$06B79C  in func $06B77C  base $084914  kind=static_target
$06B7B6  in func $06B7B6  base $01ABC6  kind=static_target
$06B7FE  in func $06B7FE  base $08488A  kind=static_target
$06B822  in func $06B81C  base $000000  kind=dynamic_register
$06B87C  in func $06B864  base $06BCB2  kind=static_target
$06B8C2  in func $06B8C2  base $01ABC6  kind=static_target
$06B8EA  in func $06B8C8  base $01ABB6  kind=static_target
$06BC2A  in func $06BC1C  base $085F86  kind=static_target
$06BCB0  in func $06BCAC  base $000000  kind=dynamic_register
$06BF7C  in func $06BF2A  base $085940  kind=static_target
$06BFAA  in func $06BF98  base $084914  kind=static_target
$06C00E  in func $06C00A  base $084060  kind=static_target
$06C068  in func $06C068  base $01AB52  kind=static_target
$06C07A  in func $06C06E  base $0685E2  kind=static_target
$06C0AC  in func $06C0AC  base $01AB52  kind=static_target
$06C0DE  in func $06C0D8  base $01AB52  kind=static_target
$06C0F0  in func $06C0E4  base $08488A  kind=static_target
$06C122  in func $06C122  base $08488A  kind=static_target
$06C1DE  in func $06C1D4  base $0856E8  kind=static_target
$06C1FA  in func $06C1FA  base $084114  kind=static_target
$06C2B8  in func $06C2B2  base $08488A  kind=static_target
$06C2DC  in func $06C2BE  base $084060  kind=static_target
$06C2E8  in func $06C2E2  base $0694AA  kind=static_target
$06C32C  in func $06C31A  base $084914  kind=static_target
$06C3E0  in func $06C3DC  base $084060  kind=static_target
$06C3E6  in func $06C3E6  base $08488A  kind=static_target
$06C41C  in func $06C416  base $08488A  kind=static_target
$06C436  in func $06C422  base $0685E2  kind=static_target
$06C446  in func $06C43A  base $08488A  kind=static_target
$06C4B8  in func $06C4B2  base $084898  kind=static_target
$06C4F2  in func $06C4F2  base $08488A  kind=static_target
$06C514  in func $06C514  base $0856E8  kind=static_target
$06C534  in func $06C51A  base $0685E2  kind=static_target
$06C5C0  in func $06C598  base $0685E2  kind=static_target
$06C5E2  in func $06C5C4  base $01AB52  kind=static_target
$06C640  in func $06C614  base $084060  kind=static_target
$06C6EE  in func $06C698  base $085940  kind=static_target
$06C6F4  in func $06C6F4  base $085CA4  kind=static_target
$06C714  in func $06C702  base $084914  kind=static_target
$06C77C  in func $06C778  base $084060  kind=static_target
$06C782  in func $06C782  base $08488A  kind=static_target
$06C7F8  in func $06C7F2  base $08488A  kind=static_target
$06C814  in func $06C814  base $08488A  kind=static_target
$06C85C  in func $06C856  base $08488A  kind=static_target
$06C88A  in func $06C88A  base $08488A  kind=static_target
$06C8AE  in func $06C890  base $084060  kind=static_target
$06C8EE  in func $06C8DC  base $084220  kind=static_target
$06C942  in func $06C932  base $086334  kind=static_target
$06C958  in func $06C948  base $0849C6  kind=static_target
$06C982  in func $06C97E  base $084060  kind=static_target
$06C9DC  in func $06C9CC  base $0843AE  kind=static_target
$06C9E2  in func $06C9E2  base $0852A0  kind=static_target
$06C9F8  in func $06C9E8  base $084A04  kind=static_target
$06CA52  in func $06CA4A  base $0843AE  kind=static_target
$06CAC4  in func $06CA9A  base $084060  kind=static_target
$06CB0E  in func $06CB04  base $084060  kind=static_target
$06CB44  in func $06CB38  base $08488A  kind=static_target
$06CB70  in func $06CB6A  base $08488A  kind=static_target
$06CC6C  in func $06CC58  base $08498C  kind=static_target
$06CCA2  in func $06CC72  base $0843AE  kind=static_target
$06CCDA  in func $06CCC0  base $01ABC6  kind=static_target
$06CCE0  in func $06CCE0  base $0852A0  kind=static_target
$06CD26  in func $06CD12  base $08488A  kind=static_target
$06CD2C  in func $06CD2C  base $01ABB6  kind=static_target
$06CD3C  in func $06CD32  base $084060  kind=static_target
$06CDD4  in func $06CDD4  base $0852A0  kind=static_target
$06CE18  in func $06CE04  base $0852A0  kind=static_target
$06CE30  in func $06CE1E  base $084A04  kind=static_target
$06CE52  in func $06CE36  base $084A04  kind=static_target
$06CE60  in func $06CE58  base $084A04  kind=static_target
$06CE72  in func $06CE66  base $084A04  kind=static_target
$06CE84  in func $06CE78  base $084A04  kind=static_target
$06CE96  in func $06CE8A  base $084A04  kind=static_target
$06CEAA  in func $06CE9C  base $084A04  kind=static_target
$06CEEA  in func $06CEE6  base $084060  kind=static_target
$06CF0C  in func $06CEF0  base $0849F2  kind=static_target
$06CF92  in func $06CF62  base $084914  kind=static_target
$06CF98  in func $06CF98  base $0852AE  kind=static_target
$06CFB8  in func $06CFB2  base $0850D4  kind=static_target
$06CFEE  in func $06CFE2  base $0852D0  kind=static_target
$06D0F8  in func $06D0F4  base $01B5B0  kind=static_target
$06D0FE  in func $06D0FE  base $01ABB6  kind=static_target
$06D146  in func $06D13C  base $01ABB6  kind=static_target
$06D1B8  in func $06D1A6  base $084220  kind=static_target
$06D1D8  in func $06D1D2  base $0850D4  kind=static_target
$06D582  in func $06D576  base $084220  kind=static_target
$06D618  in func $06D60A  base $085F86  kind=static_target
$06D678  in func $06D66A  base $085F86  kind=static_target
$06D6B6  in func $06D6A6  base $084914  kind=static_target
$06D6C6  in func $06D6BC  base $0849D8  kind=static_target
$06D9FA  in func $06D9A8  base $085940  kind=static_target
$06DA44  in func $06DA24  base $084914  kind=static_target
$06DA8E  in func $06DA5A  base $084060  kind=static_target
$06DA9A  in func $06DA94  base $08488A  kind=static_target
$06DACE  in func $06DAC2  base $08488A  kind=static_target
$06DB1A  in func $06DB1A  base $08459C  kind=static_target
$06DB3E  in func $06DB20  base $084060  kind=static_target
$06DB6C  in func $06DB6C  base $08459C  kind=static_target
$06DBA2  in func $06DB86  base $084220  kind=static_target
$06DBC4  in func $06DBAE  base $00172C  kind=static_target
$06DBD8  in func $06DBCA  base $084914  kind=static_target
$06DC0A  in func $06DBFE  base $084388  kind=static_target
$06DC2E  in func $06DC28  base $084700  kind=static_target
$06DDEC  in func $06DDD2  base $0852A0  kind=static_target
$06DEA2  in func $06DE9C  base $01040C  kind=static_target
$06DEB6  in func $06DEB6  base $01ABB6  kind=static_target
$06DED8  in func $06DEBC  base $01040C  kind=static_target
$06DEF2  in func $06DEEC  base $01040C  kind=static_target
$06DF5C  in func $06DF4A  base $084934  kind=static_target
$06DFAE  in func $06DF94  base $084934  kind=static_target
$06E01C  in func $06DFF0  base $0852D0  kind=static_target
$06E122  in func $06E0FA  base $085F86  kind=static_target
$06E172  in func $06E164  base $084060  kind=static_target
$06E4B2  in func $06E47E  base $085940  kind=static_target
$06E4B8  in func $06E4B8  base $085CA4  kind=static_target
$06E4DC  in func $06E4C6  base $084914  kind=static_target
$06E542  in func $06E534  base $084114  kind=static_target
$06E554  in func $06E548  base $08488A  kind=static_target
$06E59E  in func $06E59E  base $0856F2  kind=static_target
$06E62C  in func $06E62C  base $08488A  kind=static_target
$06E64A  in func $06E632  base $084060  kind=static_target
$06E6DE  in func $06E6C6  base $084060  kind=static_target
$06E71E  in func $06E718  base $084220  kind=static_target
$06E772  in func $06E724  base $084220  kind=static_target
$06E826  in func $06E80C  base $0852AE  kind=static_target
$06E83E  in func $06E82C  base $084914  kind=static_target
$06E8B0  in func $06E8A2  base $084898  kind=static_target
$06E90A  in func $06E8FE  base $08459C  kind=static_target
$06E954  in func $06E952  base $0852D0  kind=static_target
$06E980  in func $06E95A  base $084914  kind=static_target
$06E9FC  in func $06E9E2  base $08488A  kind=static_target
$06EA3A  in func $06EA26  base $08459C  kind=static_target
$06EA6A  in func $06EA5C  base $08488A  kind=static_target
$06EABE  in func $06EAB2  base $08459C  kind=static_target
$06EB2E  in func $06EB16  base $084914  kind=static_target
$06EBA6  in func $06EB96  base $084914  kind=static_target
$06EBD2  in func $06EBAC  base $01ABC6  kind=static_target
$06EC34  in func $06EC34  base $0852A0  kind=static_target
$06ED04  in func $06ECF6  base $085F86  kind=static_target
$06ED46  in func $06ED3C  base $084060  kind=static_target
$06ED7E  in func $06ED66  base $0852D0  kind=static_target
$06EE88  in func $06EE68  base $01ABC6  kind=static_target
$06EF08  in func $06EEA8  base $084060  kind=static_target
$06EF0E  in func $06EF0E  base $085C7E  kind=static_target
$06EF5A  in func $06EF5A  base $08488A  kind=static_target
$06EF82  in func $06EF76  base $084060  kind=static_target
$06EF92  in func $06EF88  base $01ABC6  kind=static_target
$06EFD4  in func $06EFB2  base $084060  kind=static_target
$06EFEC  in func $06EFDA  base $01B588  kind=static_target
$06F05A  in func $06F056  base $01B588  kind=static_target
$06F06E  in func $06F060  base $08498C  kind=static_target
$06F080  in func $06F07C  base $084040  kind=static_target
$06F0AA  in func $06F0AA  base $08488A  kind=static_target
$06F0FC  in func $06F0CE  base $01ABC6  kind=static_target
$06F108  in func $06F102  base $01ABC6  kind=static_target
$06F11C  in func $06F10E  base $08498C  kind=static_target
$06F168  in func $06F162  base $08488A  kind=static_target
$06F18A  in func $06F178  base $01ABC6  kind=static_target
$06F1F4  in func $06F1F4  base $08488A  kind=static_target
$06F212  in func $06F1FA  base $084166  kind=static_target
$06F21E  in func $06F218  base $08488A  kind=static_target
$06F2A2  in func $06F29E  base $08488A  kind=static_target
$06F3BE  in func $06F3B2  base $01ABC6  kind=static_target
$06F3D8  in func $06F3C4  base $0852D0  kind=static_target
$06F3F0  in func $06F3DE  base $084914  kind=static_target
$06F42C  in func $06F416  base $084040  kind=static_target
$06F4C6  in func $06F4C0  base $08488A  kind=static_target
$06F54E  in func $06F54A  base $084C42  kind=static_target
$06F5DA  in func $06F5D6  base $084C42  kind=static_target
$06F5F0  in func $06F5E0  base $084C42  kind=static_target
$06F612  in func $06F612  base $08488A  kind=static_target
$06F62C  in func $06F620  base $084C42  kind=static_target
$06F678  in func $06F674  base $084C42  kind=static_target
$06F6A0  in func $06F69C  base $084C42  kind=static_target
$06F6B6  in func $06F6A6  base $084C42  kind=static_target
$06F6F0  in func $06F6E4  base $08488A  kind=static_target
$06F6FC  in func $06F6F6  base $08488A  kind=static_target
$06F77A  in func $06F764  base $01ABC6  kind=static_target
$06F780  in func $06F780  base $01ABB6  kind=static_target
$06F790  in func $06F786  base $01DC56  kind=static_target
$06F7A0  in func $06F796  base $01DC56  kind=static_target
$06F9F6  in func $06F9DE  base $085F86  kind=static_target
$06FD28  in func $06FD0C  base $084914  kind=static_target
$06FDBA  in func $06FDB6  base $084114  kind=static_target
$06FDFA  in func $06FDEC  base $084114  kind=static_target
$06FE06  in func $06FE00  base $08488A  kind=static_target
$06FE22  in func $06FE22  base $08488A  kind=static_target
$06FEF4  in func $06FEF4  base $01AB52  kind=static_target
$06FF4A  in func $06FF34  base $00172C  kind=static_target
$06FF56  in func $06FF50  base $0850D4  kind=static_target
$06FFAA  in func $06FFAA  base $01ABC6  kind=static_target
$06FFC4  in func $06FFB8  base $01ABC6  kind=static_target
$070006  in func $06FFFA  base $01ABC6  kind=static_target
$070024  in func $07000C  base $01ABC6  kind=static_target
$070094  in func $070094  base $01ABC6  kind=static_target
$0700E4  in func $0700E4  base $01ABC6  kind=static_target
$070100  in func $0700EA  base $01B588  kind=static_target
$070112  in func $070106  base $01ABB6  kind=static_target
$070186  in func $070152  base $01ABC6  kind=static_target
$07018C  in func $07018C  base $01ABB6  kind=static_target
$0701E8  in func $0701E8  base $084914  kind=static_target
$07025C  in func $070250  base $084914  kind=static_target
$0702E4  in func $0702E4  base $0852A0  kind=static_target
$07037E  in func $070376  base $085AA0  kind=static_target
$07062C  in func $070620  base $085940  kind=static_target
$07064C  in func $07063A  base $084914  kind=static_target
$0706A6  in func $0706A2  base $084060  kind=static_target
$0706FA  in func $0706E2  base $08488A  kind=static_target
$0707E6  in func $0707CA  base $08488A  kind=static_target
$070814  in func $0707F6  base $01ABC6  kind=static_target
$07084E  in func $070836  base $084060  kind=static_target
$0708A4  in func $070898  base $084220  kind=static_target
$070932  in func $07092A  base $086334  kind=static_target
$070942  in func $070938  base $01ABB6  kind=static_target
$070956  in func $070948  base $084914  kind=static_target
$07099C  in func $070990  base $084388  kind=static_target
$0709F6  in func $0709EC  base $0852AE  kind=static_target
$070A0C  in func $070A0C  base $08488A  kind=static_target
$070A2E  in func $070A28  base $08488A  kind=static_target
$070A9C  in func $070A76  base $0849F2  kind=static_target
$070AB2  in func $070AA2  base $0849C6  kind=static_target
$070B52  in func $070B4C  base $01ABC6  kind=static_target
$070B6E  in func $070B58  base $01ABC6  kind=static_target
$070B7A  in func $070B74  base $08565A  kind=static_target
$070B86  in func $070B80  base $08498C  kind=static_target
$070BCA  in func $070BB0  base $084914  kind=static_target
$070BF8  in func $070BD0  base $0852D0  kind=static_target
$070C26  in func $070BFE  base $0852D0  kind=static_target
$070C44  in func $070C3C  base $084914  kind=static_target
$070C6C  in func $070C66  base $01ABC6  kind=static_target
$070CE8  in func $070CE4  base $070CEC  kind=fallback_hybrid/offset_table
$070D3A  in func $070D10  base $084388  kind=static_target
$070E6E  in func $070E68  base $085F86  kind=static_target
$0711A4  in func $071178  base $085940  kind=static_target
$0711AA  in func $0711AA  base $01ABB6  kind=static_target
$0711B0  in func $0711B0  base $085CA4  kind=static_target
$0711D0  in func $0711BE  base $084914  kind=static_target
$071224  in func $0711EC  base $084060  kind=static_target
$071230  in func $07122A  base $08488A  kind=static_target
$071252  in func $071252  base $08488A  kind=static_target
$071284  in func $07127E  base $08488A  kind=static_target
$0712D0  in func $0712C4  base $08488A  kind=static_target
$071312  in func $071300  base $01AB52  kind=static_target
$071366  in func $07135E  base $08598A  kind=static_target
$07138A  in func $07138A  base $08598A  kind=static_target
$0713AC  in func $0713AC  base $08488A  kind=static_target
$07141A  in func $071416  base $084060  kind=static_target
$071440  in func $071440  base $08598A  kind=static_target
$07145C  in func $071446  base $0849F2  kind=static_target
$0714A8  in func $071498  base $08488A  kind=static_target
$0714C8  in func $0714B8  base $084A1C  kind=static_target
$071534  in func $07152A  base $08488A  kind=static_target
$071560  in func $07155A  base $08488A  kind=static_target
$07164E  in func $07164E  base $08488A  kind=static_target
$0716AC  in func $07168A  base $0852D0  kind=static_target
$071940  in func $071926  base $085F86  kind=static_target
$07194E  in func $071946  base $085AA4  kind=static_target
$071C02  in func $071BCE  base $085940  kind=static_target
$071C08  in func $071C08  base $085CA4  kind=static_target
$071C28  in func $071C16  base $084914  kind=static_target
$071C72  in func $071C6E  base $084060  kind=static_target
$071C7E  in func $071C78  base $08488A  kind=static_target
$071CE6  in func $071CE6  base $08488A  kind=static_target
$071D40  in func $071D1E  base $084220  kind=static_target
$071D72  in func $071D64  base $08488A  kind=static_target
$071D98  in func $071D80  base $084060  kind=static_target
$071E22  in func $071DE2  base $0852AE  kind=static_target
$071E3E  in func $071E28  base $0849C6  kind=static_target
$071E4E  in func $071E4A  base $084040  kind=static_target
$071E7C  in func $071E7C  base $08488A  kind=static_target
$071E92  in func $071E82  base $084220  kind=static_target
$071EB8  in func $071E98  base $01ABC6  kind=static_target
$071EBE  in func $071EBE  base $0849D8  kind=static_target
$071ECE  in func $071ECA  base $084040  kind=static_target
$071F18  in func $071F10  base $08488A  kind=static_target
$071F62  in func $071F30  base $01ABC6  kind=static_target
$071F6E  in func $071F68  base $0849D8  kind=static_target
$071F8C  in func $071F7A  base $084060  kind=static_target
$071FF2  in func $071FEA  base $08488A  kind=static_target
$07201A  in func $072006  base $084220  kind=static_target
$072084  in func $072084  base $084920  kind=static_target
$0720B8  in func $0720B8  base $084920  kind=static_target
$0720E6  in func $0720D4  base $01040C  kind=static_target
$0720EC  in func $0720EC  base $01ABB6  kind=static_target
$07211A  in func $0720F2  base $0852D0  kind=static_target
$0722E6  in func $0722E6  base $085F86  kind=static_target
$0722F4  in func $0722EC  base $085AA4  kind=static_target
$0723EE  in func $0723E0  base $084914  kind=static_target
$07244C  in func $072400  base $084166  kind=static_target
$072452  in func $072452  base $08488A  kind=static_target
$07247A  in func $072474  base $08488A  kind=static_target
$0724C2  in func $0724BC  base $08488A  kind=static_target
$07254E  in func $072542  base $072840  kind=static_target
$07255C  in func $072558  base $072840  kind=static_target
$07257E  in func $072578  base $085BA8  kind=static_target
$072590  in func $072584  base $0852AE  kind=static_target
$0725AA  in func $072596  base $08498C  kind=static_target
$0725E8  in func $0725E8  base $084400  kind=static_target
$072608  in func $0725F4  base $0728C8  kind=static_target
$07260C  in func $07260C  base $072902  kind=static_target
$07266E  in func $072664  base $08488A  kind=static_target
$0726A2  in func $072688  base $08488A  kind=static_target
$0726AC  in func $0726A8  base $084C42  kind=static_target
$072720  in func $07270E  base $084C42  kind=static_target
$072798  in func $07278E  base $08488A  kind=static_target
$0727AA  in func $07279E  base $01ABC6  kind=static_target
$0727DC  in func $0727D8  base $084C42  kind=static_target
$0728BC  in func $07289A  base $085F86  kind=static_target
$0728C2  in func $0728C2  base $085F8A  kind=static_target
$0728E4  in func $0728E4  base $084914  kind=static_target
$0728FC  in func $0728F8  base $084914  kind=static_target
$07290A  in func $072902  base $084914  kind=static_target
$0729CC  in func $0729BA  base $084914  kind=static_target
$072A4E  in func $072A2A  base $084114  kind=static_target
$072A54  in func $072A54  base $08488A  kind=static_target
$072A6A  in func $072A5A  base $085940  kind=static_target
$072A86  in func $072A70  base $01AB52  kind=static_target
$072A94  in func $072A8C  base $01AB52  kind=static_target
