# JMP-table dispatch audit
# total sites: 971
#
# Summary:
#   static_target            670  (JMP with statically resolved target — safe)
#   in_function_switch         4  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register           1  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry           5    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table           291    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      0    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$03C308  in func $03C304  base $001370  kind=static_target
$03C3CA  in func $03C3C0  base $03C3CE  kind=fallback_hybrid/offset_table
$03C478  in func $03C46E  base $03C47C  kind=fallback_hybrid/offset_table
$03C4E4  in func $03C4DA  base $03C4E8  kind=fallback_hybrid/offset_table
$03C890  in func $03C886  base $03C894  kind=fallback_hybrid/offset_table
$03CA4C  in func $03CA42  base $03CA50  kind=fallback_hybrid/offset_table
$03CA9A  in func $03CA82  base $03CA9E  kind=fallback_hybrid/offset_table
$03CBE0  in func $03CBD6  base $03CBE4  kind=fallback_hybrid/offset_table
$03CF72  in func $03CF68  base $03CF76  kind=fallback_hybrid/offset_table
$03CF9A  in func $03CF90  base $03CF9E  kind=fallback_hybrid/offset_table
$03D0D8  in func $03D0CE  base $03D0DC  kind=fallback_hybrid/offset_table
$03D2E0  in func $03D2D6  base $03D2E4  kind=fallback_hybrid/offset_table
$03D56A  in func $03D560  base $03D56E  kind=fallback_hybrid/offset_table
$03D72A  in func $03D71C  base $03D72E  kind=fallback_hybrid/offset_table
$03D74C  in func $03D742  base $03D750  kind=fallback_hybrid/offset_table
$03D7A4  in func $03D79A  base $03D7A8  kind=fallback_hybrid/offset_table
$03D8DE  in func $03D8D4  base $03D8E2  kind=fallback_hybrid/offset_table
$03D974  in func $03D96A  base $03D978  kind=fallback_hybrid/offset_table
$03DA40  in func $03DA08  base $03DA44  kind=fallback_hybrid/offset_table
$03DDF2  in func $03DDE8  base $03DDF6  kind=fallback_hybrid/offset_table
$03DF12  in func $03DF08  base $03DF16  kind=fallback_hybrid/offset_table
$03DF64  in func $03DF5A  base $03DF68  kind=fallback_hybrid/offset_table
$03E2E0  in func $03E2D6  base $03E2E4  kind=fallback_hybrid/offset_table
$03EAD4  in func $03EAD4  base $0165A0  kind=static_target
$03EADA  in func $03EADA  base $016564  kind=static_target
$03EAE0  in func $03EAE0  base $016556  kind=static_target
$03EAE6  in func $03EAE6  base $018072  kind=static_target
$03EAEC  in func $03EAEC  base $016442  kind=static_target
$03EAF2  in func $03EAF2  base $016558  kind=static_target
$03EAF8  in func $03EAF8  base $001370  kind=static_target
$03EAFE  in func $03EAFE  base $018092  kind=static_target
$03EB04  in func $03EB04  base $0165B4  kind=static_target
$03EB0A  in func $03EB0A  base $00137C  kind=static_target
$03EB10  in func $03EB10  base $003390  kind=static_target
$03EB16  in func $03EB16  base $0164E2  kind=static_target
$03EB1C  in func $03EB1C  base $0025E0  kind=static_target
$03EB22  in func $03EB22  base $01D24A  kind=static_target
$03EB28  in func $03EB28  base $01B8E6  kind=static_target
$03EB2E  in func $03EB2E  base $0164AE  kind=static_target
$03EB34  in func $03EB34  base $016DEE  kind=static_target
$03EB3A  in func $03EB3A  base $00135E  kind=static_target
$03EB40  in func $03EB40  base $02D764  kind=static_target
$03EB46  in func $03EB46  base $019CCA  kind=static_target
$03EB4C  in func $03EB4C  base $0197B0  kind=static_target
$03EB52  in func $03EB52  base $0163F0  kind=static_target
$03EB58  in func $03EB58  base $01641C  kind=static_target
$03EB6A  in func $03EB60  base $03EB6E  kind=fallback_hybrid/offset_table
$03EBDA  in func $03EB72  base $016556  kind=static_target
$03EBE0  in func $03EBE0  base $016564  kind=static_target
$03F274  in func $03F274  base $016DEE  kind=static_target
$03F286  in func $03F27C  base $03F28A  kind=fallback_hybrid/offset_table
$03F340  in func $03F310  base $016442  kind=static_target
$03F420  in func $03F3EC  base $016442  kind=static_target
$03F43A  in func $03F426  base $016442  kind=static_target
$03F4B8  in func $03F49E  base $016556  kind=static_target
$03F5E0  in func $03F5E0  base $016556  kind=static_target
$03F5E6  in func $03F5E6  base $018072  kind=static_target
$03FADA  in func $03FAC4  base $03FAE0  kind=fallback_hybrid/offset_table
$03FD48  in func $03FD48  base $01B144  kind=static_target
$03FD4E  in func $03FD4E  base $017560  kind=static_target
$03FD54  in func $03FD54  base $017152  kind=static_target
$03FD72  in func $03FD5C  base $03FD78  kind=fallback_hybrid/offset_table
$040894  in func $040894  base $0014F0  kind=static_target
$040DD2  in func $040D9E  base $00135E  kind=static_target
$040E1A  in func $040DDA  base $00135E  kind=static_target
$041166  in func $041154  base $00144E  kind=static_target
$041B04  in func $041B04  base $016E46  kind=static_target
$041B0A  in func $041B0A  base $0168AA  kind=static_target
$041B1A  in func $041B10  base $041B1E  kind=fallback_hybrid/offset_table
$041BC6  in func $041BA4  base $016564  kind=static_target
$042624  in func $042624  base $016DEE  kind=static_target
