# JMP-table dispatch audit
# total sites: 5450
#
# Summary:
#   static_target           5142  (JMP with statically resolved target — safe)
#   in_function_switch         0  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register          56  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry          99    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table           151    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      2    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$0872B6  in func $0872A8  base $084948  kind=static_target
$0872C8  in func $0872BA  base $084948  kind=static_target
$0872F0  in func $0872CC  base $084948  kind=static_target
$087306  in func $0872F4  base $084948  kind=static_target
$087394  in func $087394  base $0848B2  kind=static_target
$087456  in func $087444  base $084948  kind=static_target
$087486  in func $087474  base $084948  kind=static_target
$0874D8  in func $0874A8  base $01B67E  kind=static_target
$0874EC  in func $0874DE  base $01B67E  kind=static_target
$0874FA  in func $0874FA  base $01B67E  kind=static_target
$087706  in func $0876F8  base $085168  kind=static_target
$0877C4  in func $0877B4  base $084A2C  kind=static_target
$0877EA  in func $0877D4  base $084060  kind=static_target
$08784E  in func $087832  base $084948  kind=static_target
$087860  in func $087854  base $084948  kind=static_target
$087886  in func $08787C  base $084088  kind=static_target
$0878F2  in func $0878E0  base $08543E  kind=static_target
$08790C  in func $0878F6  base $085168  kind=static_target
$087928  in func $087910  base $0852C8  kind=static_target
$087934  in func $08792C  base $01ABC6  kind=static_target
$087968  in func $087956  base $085168  kind=static_target
$087976  in func $087972  base $084060  kind=static_target
$0879C4  in func $08799E  base $0841CE  kind=static_target
$0879E6  in func $0879D0  base $0857DC  kind=static_target
$087A02  in func $0879EC  base $01ABC6  kind=static_target
$087A60  in func $087A52  base $085168  kind=static_target
$087AA0  in func $087A9C  base $0848B2  kind=static_target
$087AE0  in func $087ABA  base $0848B2  kind=static_target
$087AF2  in func $087AE4  base $0851A8  kind=static_target
$087B46  in func $087B38  base $01AB52  kind=static_target
$087B78  in func $087B74  base $01AB52  kind=static_target
$087C00  in func $087BF2  base $085168  kind=static_target
$087C6C  in func $087C32  base $084088  kind=static_target
$087C96  in func $087C88  base $0848DE  kind=static_target
$087D1E  in func $087D14  base $0848DE  kind=static_target
$087D44  in func $087D2E  base $084088  kind=static_target
$087D82  in func $087D74  base $08495C  kind=static_target
$087D96  in func $087D86  base $08495C  kind=static_target
$087DC8  in func $087DAE  base $0851A8  kind=static_target
$087DD2  in func $087DCC  base $0851A8  kind=static_target
$087DE4  in func $087DD6  base $084948  kind=static_target
$087E06  in func $087DE8  base $01ABC6  kind=static_target
$087E0C  in func $087E0C  base $0852C8  kind=static_target
$087E60  in func $087E42  base $01ABC6  kind=static_target
$087E6A  in func $087E66  base $01ABC6  kind=static_target
$087EB2  in func $087EAE  base $01ABC6  kind=static_target
$087EC2  in func $087EB8  base $084060  kind=static_target
$087ED2  in func $087EC6  base $084948  kind=static_target
$087ED6  in func $087ED6  base $01ABB6  kind=static_target
$087F9A  in func $087F84  base $085168  kind=static_target
$087FA2  in func $087F9E  base $01ABC6  kind=static_target
$08801E  in func $08800C  base $01AB52  kind=static_target
$088074  in func $08804C  base $01AB52  kind=static_target
$08807A  in func $08807A  base $084BE8  kind=static_target
$0882B8  in func $0882AA  base $085168  kind=static_target
$08838E  in func $088386  base $085230  kind=static_target
$088408  in func $088408  base $01AB52  kind=static_target
$088436  in func $088436  base $01AB52  kind=static_target
$08849A  in func $088488  base $085168  kind=static_target
$0884C6  in func $0884A8  base $084088  kind=static_target
$088506  in func $0884FA  base $084728  kind=static_target
$08857E  in func $08857E  base $0848B2  kind=static_target
$08858A  in func $088582  base $0852C8  kind=static_target
$0885AC  in func $088590  base $08493C  kind=static_target
$088628  in func $088624  base $084088  kind=static_target
$088638  in func $08862C  base $085CA6  kind=static_target
$0886A2  in func $0886A2  base $0848B2  kind=static_target
$08873A  in func $08873A  base $0848B2  kind=static_target
$088778  in func $088770  base $0848B2  kind=static_target
$08879A  in func $088792  base $0848B2  kind=static_target
$0887B2  in func $08879E  base $06860A  kind=static_target
$0887C8  in func $0887B8  base $0848B2  kind=static_target
$0887FC  in func $0887F2  base $084088  kind=static_target
$088818  in func $088802  base $01ABB6  kind=static_target
$08883C  in func $08882C  base $01040C  kind=static_target
$088842  in func $088842  base $01ABB6  kind=static_target
$088888  in func $08887C  base $08493C  kind=static_target
$088964  in func $088964  base $01ABC6  kind=static_target
$08896E  in func $08896A  base $01ABB6  kind=static_target
$088994  in func $088974  base $0852F8  kind=static_target
$0889A8  in func $08899E  base $0889AC  kind=fallback_hybrid/offset_table
$088B08  in func $088AFC  base $085FAE  kind=static_target
$088BD8  in func $088BC4  base $085168  kind=static_target
$088BF4  in func $088BE8  base $084088  kind=static_target
$088CB6  in func $088CA4  base $084948  kind=static_target
$088D6A  in func $088D58  base $08495C  kind=static_target
$088DBC  in func $088DBC  base $0848B2  kind=static_target
$088E9C  in func $088E8E  base $085168  kind=static_target
$088EBC  in func $088EAA  base $084088  kind=static_target
$088F32  in func $088F26  base $0848C0  kind=static_target
$088F8A  in func $088F78  base $084948  kind=static_target
$088F96  in func $088F92  base $084068  kind=static_target
$088FF8  in func $088FE2  base $085230  kind=static_target
$089010  in func $089004  base $084088  kind=static_target
$089038  in func $089034  base $0845C8  kind=static_target
$08907A  in func $089076  base $08442C  kind=static_target
$0890B0  in func $08908C  base $0841CE  kind=static_target
$0890EC  in func $0890EC  base $08495C  kind=static_target
$0891D4  in func $0891C6  base $085168  kind=static_target
$0891E6  in func $0891E2  base $084060  kind=static_target
$089216  in func $089216  base $084728  kind=static_target
$089232  in func $08921A  base $084088  kind=static_target
$089236  in func $089236  base $0848B2  kind=static_target
$089272  in func $08924C  base $08413C  kind=static_target
$08928C  in func $08927E  base $08495C  kind=static_target
$0892C4  in func $0892C0  base $08442C  kind=static_target
$0892D6  in func $0892C8  base $0851A8  kind=static_target
$08934A  in func $089344  base $01AB52  kind=static_target
$089356  in func $089350  base $01AB52  kind=static_target
$08935C  in func $08935C  base $01AB52  kind=static_target
$0893B2  in func $0893A4  base $085168  kind=static_target
$0893C8  in func $0893BC  base $084088  kind=static_target
$08940A  in func $0893F4  base $01AB52  kind=static_target
$089422  in func $089410  base $084948  kind=static_target
$089430  in func $08942C  base $084068  kind=static_target
$089452  in func $08944E  base $0845C8  kind=static_target
$089468  in func $089456  base $084948  kind=static_target
$089476  in func $089472  base $084068  kind=static_target
$0894CA  in func $0894BC  base $085168  kind=static_target
$089516  in func $0894F2  base $08543E  kind=static_target
$08954C  in func $08953A  base $0848B2  kind=static_target
$08957E  in func $08957A  base $0848B2  kind=static_target
$0895C8  in func $0895A2  base $0841CE  kind=static_target
$089672  in func $089666  base $01ABC6  kind=static_target
$089686  in func $089678  base $085168  kind=static_target
$0896AC  in func $08968E  base $084B96  kind=static_target
$0896C0  in func $0896B2  base $0848C0  kind=static_target
$08985C  in func $08984E  base $085168  kind=static_target
$08992A  in func $08991A  base $0848B2  kind=static_target
$089956  in func $089956  base $08448C  kind=static_target
$0899AA  in func $08999A  base $0848B2  kind=static_target
$0899C8  in func $0899C8  base $0844C0  kind=static_target
$0899EA  in func $0899DC  base $084948  kind=static_target
$089A3E  in func $089A2C  base $0843D6  kind=static_target
$089A78  in func $089A66  base $0843D6  kind=static_target
$089A90  in func $089A82  base $085168  kind=static_target
$089AC6  in func $089A98  base $084088  kind=static_target
$089AD8  in func $089ACA  base $0848C0  kind=static_target
$089C80  in func $089C7C  base $085168  kind=static_target
$089D06  in func $089D06  base $085098  kind=static_target
$089D24  in func $089D0A  base $01ABC6  kind=static_target
$089D3C  in func $089D3C  base $085098  kind=static_target
$089D68  in func $089D64  base $085098  kind=static_target
$089D9A  in func $089D6C  base $01ABC6  kind=static_target
$089DBE  in func $089DA0  base $01ABC6  kind=static_target
$089DCE  in func $089DC4  base $01DC72  kind=static_target
$089DE0  in func $089DD4  base $089DE4  kind=fallback_hybrid/offset_table
$089DF0  in func $089DEC  base $084088  kind=static_target
$089E02  in func $089DF4  base $084088  kind=static_target
$089E12  in func $089E06  base $084088  kind=static_target
$089F8C  in func $089F8C  base $01B5A4  kind=static_target
$089FD6  in func $089FA6  base $084088  kind=static_target
$08A00E  in func $08A00A  base $0848B2  kind=static_target
$08A118  in func $08A114  base $0850B0  kind=static_target
$08A224  in func $08A1FC  base $0852F8  kind=static_target
$08A26A  in func $08A234  base $0852F8  kind=static_target
$08A28E  in func $08A280  base $01B5A4  kind=static_target
$08A2A2  in func $08A294  base $01B5A4  kind=static_target
$08A304  in func $08A304  base $01B5A4  kind=static_target
$08A31E  in func $08A30A  base $01B5A4  kind=static_target
$08A33A  in func $08A32C  base $01B5A4  kind=static_target
$08A352  in func $08A352  base $01B5A4  kind=static_target
$08A37C  in func $08A36C  base $01B5A4  kind=static_target
$08A3C4  in func $08A3C0  base $08A3C8  kind=fallback_hybrid/offset_table
$08A492  in func $08A472  base $085098  kind=static_target
$08A53E  in func $08A53E  base $0852C8  kind=static_target
$08A5BE  in func $08A5BE  base $0848B2  kind=static_target
$08A64A  in func $08A63A  base $084948  kind=static_target
$08A67A  in func $08A66C  base $085168  kind=static_target
$08A6A2  in func $08A6A2  base $085168  kind=static_target
$08A6EA  in func $08A6EA  base $085168  kind=static_target
$08A702  in func $08A6EE  base $085168  kind=static_target
$08A72C  in func $08A72C  base $084088  kind=static_target
$08A740  in func $08A740  base $084088  kind=static_target
$08A76A  in func $08A754  base $01ABC6  kind=static_target
$08A780  in func $08A770  base $084060  kind=static_target
$08A8AC  in func $08A898  base $01ABC6  kind=static_target
$08A8FE  in func $08A8E2  base $01ABB6  kind=static_target
$08A93A  in func $08A92A  base $0852F8  kind=static_target
$08AB92  in func $08AB92  base $0842D0  kind=static_target
$08ABAA  in func $08ABAA  base $0850E2  kind=static_target
$08ACA2  in func $08AC98  base $01DC72  kind=static_target
$08AD04  in func $08ACF6  base $01ABC6  kind=static_target
$08AD64  in func $08AD64  base $085188  kind=static_target
$08ADA6  in func $08ADA6  base $085188  kind=static_target
$08ADC0  in func $08ADAA  base $085188  kind=static_target
$08ADEE  in func $08ADE4  base $085188  kind=static_target
$08AE30  in func $08AE30  base $085188  kind=static_target
$08AE68  in func $08AE68  base $085188  kind=static_target
$08AE86  in func $08AE7E  base $085188  kind=static_target
$08AEBA  in func $08AEBA  base $085188  kind=static_target
$08AEC4  in func $08AEBE  base $085188  kind=static_target
$08AEC8  in func $08AEC8  base $085188  kind=static_target
$08AEDE  in func $08AEDA  base $0849B4  kind=static_target
$08AEF8  in func $08AEF4  base $0849B4  kind=static_target
$08AF0E  in func $08AF0A  base $0849B4  kind=static_target
$08AF62  in func $08AF5A  base $0849B4  kind=static_target
$08AFC6  in func $08AFC6  base $0856F8  kind=static_target
$08B08C  in func $08B07C  base $01DC72  kind=static_target
$08B0A2  in func $08B092  base $01DC72  kind=static_target
$08B15C  in func $08B13C  base $0852D6  kind=static_target
$08B1F8  in func $08B1F8  base $085168  kind=static_target
$08B210  in func $08B208  base $085168  kind=static_target
$08B24C  in func $08B24C  base $085168  kind=static_target
$08B254  in func $08B250  base $085168  kind=static_target
$08B28E  in func $08B27E  base $0852F8  kind=static_target
$08B29C  in func $08B292  base $01DC72  kind=static_target
$08B2F0  in func $08B2F0  base $084088  kind=static_target
$08B312  in func $08B302  base $085168  kind=static_target
$08B334  in func $08B334  base $085168  kind=static_target
$08B34C  in func $08B344  base $085168  kind=static_target
$08B372  in func $08B358  base $01ABB6  kind=static_target
$08B3A6  in func $08B398  base $01B5A4  kind=static_target
$08B3CC  in func $08B3AC  base $01B5A4  kind=static_target
$08B490  in func $08B480  base $0852F8  kind=static_target
$08B510  in func $08B510  base $084060  kind=static_target
$08B51C  in func $08B514  base $085168  kind=static_target
$08B54E  in func $08B53A  base $01ABC6  kind=static_target
$08B592  in func $08B57C  base $084060  kind=static_target
$08B5B4  in func $08B5B4  base $085168  kind=static_target
$08B610  in func $08B604  base $085098  kind=static_target
$08B630  in func $08B630  base $0852C8  kind=static_target
$08B64A  in func $08B63E  base $085168  kind=static_target
$08B67A  in func $08B67A  base $0852C8  kind=static_target
$08B6D0  in func $08B6D0  base $01ABB6  kind=static_target
$08B754  in func $08B748  base $01ABC6  kind=static_target
$08B778  in func $08B762  base $01ABC6  kind=static_target
$08B78A  in func $08B78A  base $01ABB6  kind=static_target
$08B7B2  in func $08B7AE  base $01ABC6  kind=static_target
$08B7C4  in func $08B7C0  base $0850FC  kind=static_target
$08B8DA  in func $08B8C2  base $084088  kind=static_target
$08B8E6  in func $08B8DE  base $085168  kind=static_target
$08B91E  in func $08B91A  base $084948  kind=static_target
$08BB22  in func $08BB0C  base $085230  kind=static_target
$08BBB4  in func $08BBA0  base $0848DE  kind=static_target
$08BC2C  in func $08BC2C  base $08565E  kind=static_target
$08BC4A  in func $08BC46  base $0848C0  kind=static_target
$08BCB8  in func $08BC94  base $0848B2  kind=static_target
$08BD00  in func $08BCE2  base $084428  kind=static_target
$08BD3E  in func $08BD1C  base $01AB52  kind=static_target
$08BD64  in func $08BD64  base $0848B2  kind=static_target
$08BDAA  in func $08BDA2  base $01ABC6  kind=static_target
$08BDBE  in func $08BDB0  base $00F93C  kind=static_target
$08BE00  in func $08BDEA  base $084088  kind=static_target
$08BE90  in func $08BE78  base $08413C  kind=static_target
$08BEBA  in func $08BEBA  base $085168  kind=static_target
$08BECA  in func $08BEBE  base $085168  kind=static_target
$08BED4  in func $08BECE  base $085168  kind=static_target
$08BF70  in func $08BF66  base $08495C  kind=static_target
$08BF88  in func $08BF74  base $0851A8  kind=static_target
$08BFA4  in func $08BF9C  base $0851A8  kind=static_target
$08BFEA  in func $08BFDC  base $085168  kind=static_target
$08C016  in func $08BFFC  base $084088  kind=static_target
$08C032  in func $08C032  base $0848B2  kind=static_target
$08C054  in func $08C04E  base $084428  kind=static_target
$08C102  in func $08C0FC  base $0848B2  kind=static_target
$08C11C  in func $08C11C  base $0848B2  kind=static_target
$08C158  in func $08C146  base $084948  kind=static_target
$08C166  in func $08C162  base $084068  kind=static_target
$08C1B6  in func $08C1A4  base $08495C  kind=static_target
$08C1C6  in func $08C1C2  base $084068  kind=static_target
$08C31E  in func $08C310  base $085168  kind=static_target
$08C34C  in func $08C326  base $084088  kind=static_target
$08C35E  in func $08C352  base $084088  kind=static_target
$08C370  in func $08C364  base $084088  kind=static_target
$08C394  in func $08C394  base $084428  kind=static_target
$08C3B0  in func $08C398  base $08495C  kind=static_target
$08C3E8  in func $08C3E4  base $08C3EC  kind=fallback_hybrid/offset_table
$08C44C  in func $08C446  base $084CD4  kind=static_target
$08C454  in func $08C450  base $08C458  kind=fallback_hybrid/offset_table
$08C47A  in func $08C45E  base $0848C0  kind=static_target
$08C4B2  in func $08C4AC  base $0848B2  kind=static_target
$08C4BA  in func $08C4B6  base $08C4BE  kind=fallback_hybrid/offset_table
$08C4C4  in func $08C4C4  base $0848B2  kind=static_target
$08C4E6  in func $08C4E2  base $08C4EA  kind=fallback_hybrid/offset_table
$08C526  in func $08C520  base $0848B2  kind=static_target
$08C546  in func $08C52A  base $084948  kind=static_target
$08C56C  in func $08C54A  base $084948  kind=static_target
$08C5CE  in func $08C5BC  base $08413C  kind=static_target
$08C5E2  in func $08C5E2  base $08413C  kind=static_target
$08C5EC  in func $08C5E8  base $08413C  kind=static_target
$08C66E  in func $08C660  base $085168  kind=static_target
$08C684  in func $08C676  base $084088  kind=static_target
$08C6B4  in func $08C6A8  base $01AB52  kind=static_target
$08C6D4  in func $08C6BA  base $08495C  kind=static_target
$08C6F8  in func $08C6F2  base $08495C  kind=static_target
$08C764  in func $08C756  base $085168  kind=static_target
$08C7D2  in func $08C7C4  base $0848B2  kind=static_target
$08C814  in func $08C806  base $084948  kind=static_target
$08C824  in func $08C820  base $084068  kind=static_target
$08C8D0  in func $08C8D0  base $0848B2  kind=static_target
$08C918  in func $08C90E  base $08495C  kind=static_target
$08C9AA  in func $08C994  base $085230  kind=static_target
$08CA0E  in func $08CA0A  base $084428  kind=static_target
$08CA44  in func $08CA3E  base $084428  kind=static_target
$08CA9C  in func $08CA9C  base $084428  kind=static_target
$08CACE  in func $08CABE  base $084428  kind=static_target
$08CB2A  in func $08CB02  base $0848B2  kind=static_target
$08CBA2  in func $08CB7E  base $08493C  kind=static_target
$08CBB8  in func $08CBB8  base $01ABB6  kind=static_target
$08CC14  in func $08CBC6  base $08413C  kind=static_target
$08CC42  in func $08CC3C  base $01AB52  kind=static_target
$08CC5E  in func $08CC56  base $01AB52  kind=static_target
$08CC7C  in func $08CC64  base $06860A  kind=static_target
$08CCD6  in func $08CCB4  base $084248  kind=static_target
$08CCFC  in func $08CCEA  base $01AB52  kind=static_target
$08CD18  in func $08CD10  base $01AB52  kind=static_target
$08CD52  in func $08CD1E  base $084088  kind=static_target
$08CD80  in func $08CD74  base $085188  kind=static_target
$08CD8E  in func $08CD84  base $08413C  kind=static_target
$08CDBA  in func $08CDBA  base $0843B0  kind=static_target
$08CDDC  in func $08CDC4  base $0852D6  kind=static_target
$08CE58  in func $08CE58  base $0850B0  kind=static_target
$08CE76  in func $08CE5C  base $01ABC6  kind=static_target
$08CE7C  in func $08CE7C  base $0852C8  kind=static_target
$08CEA6  in func $08CE9A  base $0843B0  kind=static_target
$08CED0  in func $08CED0  base $084428  kind=static_target
$08CF32  in func $08CF32  base $084428  kind=static_target
$08CF58  in func $08CF46  base $01ABC6  kind=static_target
$08CF84  in func $08CF84  base $01ABB6  kind=static_target
$08D03A  in func $08D026  base $084248  kind=static_target
$08D078  in func $08D06E  base $08413C  kind=static_target
$08D0D2  in func $08D0D2  base $0852D6  kind=static_target
$08D102  in func $08D0D6  base $084088  kind=static_target
$08D138  in func $08D112  base $00172C  kind=static_target
$08D366  in func $08D366  base $085168  kind=static_target
$08D38C  in func $08D36C  base $06860A  kind=static_target
$08D3AC  in func $08D398  base $085168  kind=static_target
$08D414  in func $08D410  base $085168  kind=static_target
$08D472  in func $08D46E  base $085168  kind=static_target
$08D4EE  in func $08D4EA  base $01ABC6  kind=static_target
$08D506  in func $08D4F4  base $085188  kind=static_target
$08D528  in func $08D50C  base $0852D6  kind=static_target
$08D560  in func $08D560  base $01ABB6  kind=static_target
$08D57E  in func $08D566  base $085FC8  kind=static_target
$08D5C0  in func $08D5AE  base $085098  kind=static_target
$08D5D2  in func $08D5CE  base $084060  kind=static_target
$08D5F6  in func $08D5E6  base $084088  kind=static_target
$08D61C  in func $08D61C  base $0848B2  kind=static_target
$08D638  in func $08D62A  base $08495C  kind=static_target
$08D6A2  in func $08D6A2  base $084428  kind=static_target
$08D6D0  in func $08D6D0  base $084088  kind=static_target
$08D6F8  in func $08D6F2  base $0848B2  kind=static_target
$08D708  in func $08D6FE  base $0852C8  kind=static_target
$08D746  in func $08D70E  base $01ABC6  kind=static_target
$08D75E  in func $08D75E  base $0852C8  kind=static_target
$08D79A  in func $08D790  base $084428  kind=static_target
$08D7B6  in func $08D7B6  base $084428  kind=static_target
$08D7CA  in func $08D7C4  base $084428  kind=static_target
$08D842  in func $08D842  base $084428  kind=static_target
$08D8A8  in func $08D89E  base $01DC72  kind=static_target
$08DB36  in func $08DB24  base $085168  kind=static_target
$08DB60  in func $08DB46  base $084088  kind=static_target
$08DBB6  in func $08DB9E  base $08543E  kind=static_target
$08DBF6  in func $08DBEE  base $0848C0  kind=static_target
$08DC64  in func $08DC4C  base $084948  kind=static_target
$08DC90  in func $08DC8A  base $0850FC  kind=static_target
$08DCBE  in func $08DCA8  base $0857DC  kind=static_target
$08DCEC  in func $08DCEC  base $08575A  kind=static_target
$08DD6E  in func $08DD60  base $085168  kind=static_target
$08DE1A  in func $08DE0E  base $0848B2  kind=static_target
$08DE5C  in func $08DE4E  base $08495C  kind=static_target
$08DF74  in func $08DF64  base $084948  kind=static_target
$08DF8A  in func $08DF7A  base $084948  kind=static_target
$08E0E4  in func $08E0CC  base $085230  kind=static_target
$08E12C  in func $08E118  base $084428  kind=static_target
$08E1C4  in func $08E1AC  base $085230  kind=static_target
$08E1E0  in func $08E1D2  base $084350  kind=static_target
$08E22E  in func $08E22A  base $0845C8  kind=static_target
$08E272  in func $08E25E  base $01ABC6  kind=static_target
$08E2DA  in func $08E2CE  base $01ABC6  kind=static_target
$08E2E0  in func $08E2E0  base $01ABB6  kind=static_target
$08E2F6  in func $08E2F6  base $084948  kind=static_target
$08E30C  in func $08E2FC  base $084248  kind=static_target
$08E386  in func $08E384  base $01ABB6  kind=static_target
$08E68C  in func $08E67E  base $085168  kind=static_target
$08E6DA  in func $08E6BE  base $08418E  kind=static_target
$08E728  in func $08E70E  base $0848B2  kind=static_target
$08E794  in func $08E794  base $01ABC6  kind=static_target
$08E79A  in func $08E79A  base $0852C8  kind=static_target
$08E81A  in func $08E7FC  base $084C9A  kind=static_target
$08E884  in func $08E87E  base $084C9A  kind=static_target
$08E8A2  in func $08E89E  base $000000  kind=dynamic_register
$08E8E0  in func $08E8DA  base $084C9A  kind=static_target
$08E8EC  in func $08E8EC  base $0848B2  kind=static_target
$08E974  in func $08E96E  base $084C9A  kind=static_target
$08E9F6  in func $08E9EC  base $08E9FA  kind=fallback_hybrid/offset_table
$08EAA2  in func $08EA94  base $085168  kind=static_target
$08EAEE  in func $08EAD2  base $08413C  kind=static_target
$08EAF4  in func $08EAF4  base $0848B2  kind=static_target
$08EB50  in func $08EB32  base $084088  kind=static_target
$08EBA0  in func $08EB56  base $084088  kind=static_target
$08EBC6  in func $08EBB6  base $084A2C  kind=static_target
$08EC44  in func $08EC44  base $0848B2  kind=static_target
$08EC80  in func $08EC6E  base $01ABC6  kind=static_target
$08ECAA  in func $08EC9C  base $01ABC6  kind=static_target
$08ECD8  in func $08ECD8  base $0848B2  kind=static_target
$08ED0E  in func $08ED02  base $0848B2  kind=static_target
$08ED40  in func $08ED36  base $0848B2  kind=static_target
$08ED66  in func $08ED66  base $0845C4  kind=static_target
$08EDDC  in func $08EDCE  base $085168  kind=static_target
$08EE3E  in func $08EE36  base $084088  kind=static_target
$08EF90  in func $08EF64  base $01ABC6  kind=static_target
$08EF9C  in func $08EF96  base $0852C8  kind=static_target
$08EFB6  in func $08EFAC  base $0843D6  kind=static_target
$08EFE6  in func $08EFBC  base $084248  kind=static_target
$08F030  in func $08F02C  base $0843D6  kind=static_target
$08F064  in func $08F05E  base $084948  kind=static_target
$08F070  in func $08F06A  base $084948  kind=static_target
$08F134  in func $08F0F2  base $084248  kind=static_target
$08F18C  in func $08F146  base $01ABC6  kind=static_target
$08F196  in func $08F146  base $085200  kind=static_target
$08F1BC  in func $08F146  base $01ABC6  kind=static_target
$08F39C  in func $08F396  base $01AB52  kind=static_target
$08F3B2  in func $08F3A2  base $01ABC6  kind=static_target
$08F3E0  in func $08F3B8  base $01ABB6  kind=static_target
$08F40A  in func $08F406  base $00172C  kind=static_target
$08F418  in func $08F418  base $02F798  kind=static_target
$08F4A4  in func $08F486  base $0851DC  kind=static_target
$08F4AA  in func $08F486  base $085098  kind=static_target
$08F4D8  in func $08F4B6  base $084FCC  kind=static_target
$08F4E2  in func $08F4B6  base $084060  kind=static_target
$08F512  in func $08F50A  base $01AB52  kind=static_target
$08F55A  in func $08F53C  base $084088  kind=static_target
$08F78C  in func $08F77E  base $085098  kind=static_target
$08F79C  in func $08F798  base $084060  kind=static_target
$08F7FC  in func $08F7CC  base $01ABC6  kind=static_target
$08F802  in func $08F802  base $085200  kind=static_target
$08F834  in func $08F81C  base $08543E  kind=static_target
$08F840  in func $08F83A  base $0848B2  kind=static_target
$08F898  in func $08F88A  base $0845C4  kind=static_target
$08F8E8  in func $08F8C2  base $01AB52  kind=static_target
$08F900  in func $08F8EE  base $01AB52  kind=static_target
$08F928  in func $08F918  base $084A2C  kind=static_target
$08F970  in func $08F970  base $0848B2  kind=static_target
$08F998  in func $08F984  base $08495C  kind=static_target
$08F9C6  in func $08F9C6  base $084428  kind=static_target
$08F9F0  in func $08F9F0  base $0848B2  kind=static_target
$08FB4C  in func $08FB14  base $01ABC6  kind=static_target
$08FB58  in func $08FB52  base $0850B0  kind=static_target
$08FB5E  in func $08FB5E  base $085976  kind=static_target
$08FB6E  in func $08FB6A  base $084060  kind=static_target
$08FB98  in func $08FB98  base $0845C4  kind=static_target
$08FBB2  in func $08FB9E  base $0840D8  kind=static_target
$08FBDA  in func $08FBB8  base $0851A8  kind=static_target
$08FBE6  in func $08FBE0  base $084428  kind=static_target
$08FDC2  in func $08FDBE  base $085168  kind=static_target
$08FDD2  in func $08FDC8  base $085168  kind=static_target
$08FDF0  in func $08FDE2  base $084986  kind=static_target
$08FE28  in func $08FE00  base $084088  kind=static_target
$08FE32  in func $08FE2E  base $0848B2  kind=static_target
$08FE58  in func $08FE4E  base $0848C0  kind=static_target
$08FEB0  in func $08FEB0  base $0852C8  kind=static_target
$08FEEA  in func $08FEB6  base $084976  kind=static_target
$08FEF6  in func $08FEF0  base $084976  kind=static_target
$08FF34  in func $08FF2E  base $084948  kind=static_target
$08FF64  in func $08FF4A  base $0850FC  kind=static_target
$08FF7C  in func $08FF6A  base $0850FC  kind=static_target
$08FF94  in func $08FF82  base $084B84  kind=static_target
$0901DA  in func $0901B0  base $084088  kind=static_target
$09020C  in func $0901F8  base $08493C  kind=static_target
$09030E  in func $0902E6  base $084280  kind=static_target
$090374  in func $09036E  base $0848B2  kind=static_target
$0903BC  in func $090390  base $0852C8  kind=static_target
$0903E4  in func $0903E2  base $084A2C  kind=static_target
$090448  in func $090448  base $0843B0  kind=static_target
$0904B2  in func $0904B2  base $0843B0  kind=static_target
$0904CE  in func $0904B8  base $0843B0  kind=static_target
$0904DC  in func $0904DC  base $0843B0  kind=static_target
$090590  in func $090590  base $01ABB6  kind=static_target
$0905CA  in func $0905BA  base $01ABB6  kind=static_target
$090618  in func $090610  base $085AC8  kind=static_target
$09073C  in func $090728  base $085168  kind=static_target
$090756  in func $090756  base $085168  kind=static_target
$09078A  in func $09076C  base $084948  kind=static_target
$0907BE  in func $09079C  base $0907C2  kind=fallback_hybrid/offset_table
$0907CA  in func $0907CA  base $01ABB6  kind=static_target
$090800  in func $090800  base $01ABC6  kind=static_target
$09081C  in func $090806  base $01ABC6  kind=static_target
$090948  in func $090948  base $01ABC6  kind=static_target
$090986  in func $090986  base $01ABC6  kind=static_target
$090A32  in func $090A1C  base $01ABB6  kind=static_target
$090B2E  in func $090B1A  base $084248  kind=static_target
$090C1A  in func $090C16  base $000000  kind=dynamic_register
$090D52  in func $090D48  base $01ABC6  kind=static_target
$090D9A  in func $090D9A  base $0852C8  kind=static_target
$090E70  in func $090E66  base $01ABC6  kind=static_target
$090EBC  in func $090EBC  base $01ABB6  kind=static_target
$090EF2  in func $090EE6  base $085FEC  kind=static_target
$090F28  in func $090F24  base $00C4D2  kind=static_target
$090F86  in func $090F7C  base $01ABB6  kind=static_target
$09154C  in func $091546  base $000000  kind=dynamic_register
$091592  in func $091586  base $01ABC6  kind=static_target
